"","sig_id","conditionId","cell_iname"
"7865","LJP009_HME1_24H:O13","serdemetan_10 uM_24 h","HME1"
"7866","LJP007_ASC_24H:J03","PHA-767491_1.11 uM_24 h","ASC"
"7867","LJP009_PC3_24H:N13","JNK-IN-5A_10 uM_24 h","PC3"
"7868","LJP005_SKBR3_24H:D13","enzastaurin_10 uM_24 h","SKBR3"
"7869","LJP009_SKL.C_24H:C13","QL-XI-92_10 uM_24 h","SKL"
"7870","LJP007_A549_24H:B13","tivantinib_10 uM_24 h","A549"
"7871","LJP001_BT20_6H:BRD-K99252563-001-01-1:10","QL-XII-47_10 uM_6 h","BT20"
"7872","LJP001_MCF7_6H:BRD-K13566078-003-03-7:2","BMS-345541_2.22 uM_6 h","MCF7"
"7873","LJP001_MDAMB231_6H:BRD-K38615104-001-08-4:0.4","A-443654_0.37 uM_6 h","MDAMB231"
"7874","LJP008_SKL_24H:C01","GSK-1070916_10 uM_24 h","SKL"
"7875","LJP009_PC3_24H:L01","GSK-2334470_10 uM_24 h","PC3"
"7876","LJP009_CD34_24H:O22","veliparib_0.37 uM_24 h","CD34"
"7877","LJP006_SKBR3_24H:E23","PHA-793887_0.12 uM_24 h","SKBR3"
"7878","LJP007_CD34_24H:K13","HG-9-91-01_10 uM_24 h","CD34"
"7879","LJP006_PC3_24H:D18","BI-2536_0.04 uM_24 h","PC3"
"7880","LJP009_PC3_24H:I16","rigosertib_0.37 uM_24 h","PC3"
"7881","LJP009_PC3_24H:A21","GSK-429286A_1.11 uM_24 h","PC3"
"7882","LJP006_HA1E_24H:B19","JW-7-24-1_10 uM_24 h","HA1E"
"7883","LJP007_THP1_24H:D13","BIX-02189_10 uM_24 h","THP1"
"7884","LJP008_CD34_24H:K04","I-BET-151_0.37 uM_24 h","CD34"
"7885","LJP008_NPC.TAK_24H:P03","GSK-J2_1.11 uM_24 h","NPC"
"7886","LJP001_SKBR3_6H:BRD-K68407802-001-02-7:0.4","KIN001-055_0.37 uM_6 h","SKBR3"
"7887","LJP007_THP1_24H:K19","everolimus_10 uM_24 h","THP1"
"7888","LJP008_HELA_24H:K02","I-BET-151_3.33 uM_24 h","HELA"
"7889","LJP005_HA1E_24H:E13","NVP-AEW541_10 uM_24 h","HA1E"
"7890","LJP008_HELA_24H:E13","BRD-K54606188_10 uM_24 h","HELA"
"7891","LJP007_A549_24H:A19","TPCA-1_10 uM_24 h","A549"
"7892","LJP007_MCF10A_24H:N07","BGT-226_10 uM_24 h","MCF10A"
"7893","LJP005_HS578T_24H:F13","PHA-665752_10 uM_24 h","HS578T"
"7894","LJP007_NPC.CAS9_24H:G19","KIN001-244_10 uM_24 h","NPC"
"7895","LJP001_SKBR3_24H:G05","SB-239063_10 uM_24 h","SKBR3"
"7896","LJP005_BT20_3H:M13","NVP-BEZ235_10 uM_3 h","BT20"
"7897","LJP005_HA1E_24H:E08","PF-431396_3.33 uM_24 h","HA1E"
"7898","LJP007_THP1_24H:J03","PHA-767491_1.11 uM_24 h","THP1"
"7899","LJP005_HT29_24H:F13","PHA-665752_10 uM_24 h","HT29"
"7900","LJP009_HELA_24H:H01","BAY-61-3606_10 uM_24 h","HELA"
"7901","LJP007_SKL.C_24H:I01","sunitinib_10 uM_24 h","SKL"
"7902","LJP009_HCC515_24H:K05","HMN-214_0.12 uM_24 h","HCC515"
"7903","LJP001_SKBR3_24H:O09","WZ-4-145_10 uM_24 h","SKBR3"
"7904","LJP007_A549_24H:O19","BS-181_10 uM_24 h","A549"
"7905","LJP008_SKL_24H:P03","GSK-J2_1.11 uM_24 h","SKL"
"7906","LJP005_BT20_3H:N01","alpelisib_10 uM_3 h","BT20"
"7907","LJP006_PC3_24H:G07","celastrol_10 uM_24 h","PC3"
"7908","LJP007_YAPC_24H:O07","BMS-509744_10 uM_24 h","YAPC"
"7909","LJP006_HS578T_24H:J21","WZ-4-145_1.11 uM_24 h","HS578T"
"7910","LJP008_HCC515_24H:O13","CGK-733_10 uM_24 h","HCC515"
"7911","LJP001_BT20_24H:BRD-K83963101-001-02-8:2","MLN-8054_2.22 uM_24 h","BT20"
"7912","LJP001_MCF10A_6H:BRD-K50199947-001-01-8:2","WH-4023_2.22 uM_6 h","MCF10A"
"7913","LJP006_HME1_3H:C01","GSK-1059615_10 uM_3 h","HME1"
"7914","LJP008_SKL_24H:G01","PFI-1_10 uM_24 h","SKL"
"7915","LJP009_CD34_24H:I07","BX-795_10 uM_24 h","CD34"
"7916","LJP009_SKL_24H:L01","GSK-2334470_10 uM_24 h","SKL"
"7917","LJP007_HELA_24H:I01","sunitinib_10 uM_24 h","HELA"
"7918","LJP007_YAPC_24H:K08","GSK-1059615_3.33 uM_24 h","YAPC"
"7919","LJP005_HS578T_24H:D13","enzastaurin_10 uM_24 h","HS578T"
"7920","LJP005_HT29_24H:D23","WZ-3105_0.12 uM_24 h","HT29"
"7921","LJP005_MCF7_24H:J07","SU-11274_10 uM_24 h","MCF7"
"7922","LJP007_THP1_24H:I01","sunitinib_10 uM_24 h","THP1"
"7923","LJP009_HME1_24H:H07","dabrafenib_10 uM_24 h","HME1"
"7924","LJP007_SKL.C_24H:B20","A-66_3.33 uM_24 h","SKL"
"7925","LJP009_HCC515_24H:A11","XMD-1499_0.12 uM_24 h","HCC515"
"7926","LJP001_MDAMB231_24H:BRD-K43568579-001-01-9:10","WZ-4-145_10 uM_24 h","MDAMB231"
"7927","LJP009_HME1_24H:D01","PF-03758309_10 uM_24 h","HME1"
"7928","LJP009_NPC.CAS9_24H:F22","chelerythrine_0.37 uM_24 h","NPC"
"7929","LJP009_HCC515_24H:I07","BX-795_10 uM_24 h","HCC515"
"7930","LJP001_MCF10A_24H:BRD-K16478699-001-04-3:10","PLX-4720_10 uM_24 h","MCF10A"
"7931","LJP009_HUVEC_24H:E19","ponatinib_10 uM_24 h","HUVEC"
"7932","LJP009_SKL.C_24H:E13","JNJ-38877605_10 uM_24 h","SKL"
"7933","LJP006_HA1E_24H:P19","XMD-1185H_10 uM_24 h","HA1E"
"7934","LJP007_HUVEC_24H:G07","dacomitinib_10 uM_24 h","HUVEC"
"7935","LJP005_HCC515_24H:G21","AZD-8330_1.11 uM_24 h","HCC515"
"7936","LJP001_MDAMB231_24H:BRD-K99252563-001-01-1:2","QL-XII-47_2.22 uM_24 h","MDAMB231"
"7937","LJP006_PC3_24H:K22","JNK-9L_0.37 uM_24 h","PC3"
"7938","LJP006_HA1E_24H:I24","A-443654_0.04 uM_24 h","HA1E"
"7939","LJP006_SKBR3_3H:P19","XMD-1185H_10 uM_3 h","SKBR3"
"7940","LJP007_HUVEC_24H:F13","AZD-4547_10 uM_24 h","HUVEC"
"7941","LJP007_SKL.C_24H:H13","AST-1306_10 uM_24 h","SKL"
"7942","LJP001_BT20_6H:BRD-K93918653-001-03-0:10","quizartinib_10 uM_6 h","BT20"
"7943","LJP005_BT20_24H:H02","buparlisib_3.33 uM_24 h","BT20"
"7944","LJP006_HA1E_24H:F19","QL-X-138_10 uM_24 h","HA1E"
"7945","LJP009_HUVEC_24H:L19","AZD-1480_10 uM_24 h","HUVEC"
"7946","LJP007_NPC.TAK_24H:K14","HG-9-91-01_3.33 uM_24 h","NPC"
"7947","LJP001_MCF10A_24H:BRD-K49810818-001-02-8:2","sorafenib_2.22 uM_24 h","MCF10A"
"7948","LJP007_HUVEC_24H:M13","NVP-TAE226_10 uM_24 h","HUVEC"
"7949","LJP007_SKL.C_24H:G01","KW-2449_10 uM_24 h","SKL"
"7950","LJP008_NPC.TAK_24H:K01","I-BET-151_10 uM_24 h","NPC"
"7951","LJP009_SKL_24H:E19","ponatinib_10 uM_24 h","SKL"
"7952","LJP006_HA1E_24H:L19","THZ-2-98-01_10 uM_24 h","HA1E"
"7953","LJP007_YAPC_24H:A07","XMD-885_10 uM_24 h","YAPC"
"7954","LJP005_BT20_24H:L14","SB-590885_3.33 uM_24 h","BT20"
"7955","LJP007_NPC.TAK_24H:M15","NVP-TAE226_1.11 uM_24 h","NPC"
"7956","LJP007_A549_24H:A07","XMD-885_10 uM_24 h","A549"
"7957","LJP008_HCC515_24H:I07","mocetinostat_10 uM_24 h","HCC515"
"7958","LJP001_MDAMB231_24H:BRD-K24515980-001-01-6:10","QL-XI-92_10 uM_24 h","MDAMB231"
"7959","LJP009_PC3_24H:J24","A-769662_0.04 uM_24 h","PC3"
"7960","LJP009_HUVEC_24H:C01","JWE-035_10 uM_24 h","HUVEC"
"7961","LJP005_HT29_24H:O08","WH-4-025_3.33 uM_24 h","HT29"
"7962","LJP006_HA1E_24H:D14","BI-2536_3.33 uM_24 h","HA1E"
"7963","LJP007_HUVEC_24H:I22","rebastinib_0.37 uM_24 h","HUVEC"
"7964","LJP008_HCC515_24H:K01","I-BET-151_10 uM_24 h","HCC515"
"7965","LJP001_BT20_24H:BRD-K07691486-001-11-4:10","roscovitine_10 uM_24 h","BT20"
"7966","LJP001_MDAMB231_6H:BRD-K29385665-001-01-1:10","WH-4025_10 uM_6 h","MDAMB231"
"7967","LJP009_PC3_24H:L18","KIN001-269_0.04 uM_24 h","PC3"
"7968","LJP007_YAPC_24H:H01","WZ-7043_10 uM_24 h","YAPC"
"7969","LJP007_CD34_24H:L08","MLN-0128_3.33 uM_24 h","CD34"
"7970","LJP008_NPC_24H:O13","CGK-733_10 uM_24 h","NPC"
"7971","LJP007_YAPC_24H:M13","NVP-TAE226_10 uM_24 h","YAPC"
"7972","LJP005_BT20_24H:D13","enzastaurin_10 uM_24 h","BT20"
"7973","LJP008_HUVEC_24H:A13","NPK76-II-72-1_10 uM_24 h","HUVEC"
"7974","LJP009_HUVEC_24H:E01","GW-5074_10 uM_24 h","HUVEC"
"7975","LJP007_HUVEC_24H:A07","XMD-885_10 uM_24 h","HUVEC"
"7976","LJP007_HUVEC_24H:N03","BRD-K09991945_1.11 uM_24 h","HUVEC"
"7977","LJP009_HEK293_24H:A13","XMD-892_10 uM_24 h","HEK293"
"7978","LJP008_NPC.CAS9_24H:I11","mocetinostat_0.12 uM_24 h","NPC"
"7979","LJP007_MCF10A_24H:I19","rebastinib_10 uM_24 h","MCF10A"
"7980","LJP006_HME1_3H:B19","JW-7-24-1_10 uM_3 h","HME1"
"7981","LJP007_YAPC_24H:A04","tanespimycin_10 uM_24 h","YAPC"
"7982","LJP008_THP1_24H:C13","JQ-1-R_10 uM_24 h","THP1"
"7983","LJP005_HA1E_24H:D13","enzastaurin_10 uM_24 h","HA1E"
"7984","LJP005_HT29_24H:C23","mitoxantrone_0.12 uM_24 h","HT29"
"7985","LJP006_HA1E_24H:I07","PD-173074_10 uM_24 h","HA1E"
"7986","LJP007_HUVEC_24H:N09","BGT-226_1.11 uM_24 h","HUVEC"
"7987","LJP007_NPC.CAS9_24H:B17","tivantinib_0.12 uM_24 h","NPC"
"7988","LJP006_PC3_24H:N02","GSK-2126458_3.33 uM_24 h","PC3"
"7989","LJP008_SKL_24H:G19","azacitidine_10 uM_24 h","SKL"
"7990","LJP006_HA1E_24H:O13","torin-1_10 uM_24 h","HA1E"
"7991","LJP005_SKBR3_24H:J10","SU-11274_0.37 uM_24 h","SKBR3"
"7992","LJP009_NPC_24H:B07","AZD-7762_10 uM_24 h","NPC"
"7993","LJP009_CD34_24H:G08","SB-203580_3.33 uM_24 h","CD34"
"7994","LJP009_SKL.C_24H:M01","ZM-447439_10 uM_24 h","SKL"
"7995","LJP005_HCC515_24H:E19","dovitinib_10 uM_24 h","HCC515"
"7996","LJP007_SKL.C_24H:A07","XMD-885_10 uM_24 h","SKL"
"7997","LJP008_NPC.CAS9_24H:F02","ACY-1215_3.33 uM_24 h","NPC"
"7998","LJP007_HUVEC_24H:K23","everolimus_0.12 uM_24 h","HUVEC"
"7999","LJP006_SKBR3_3H:B19","JW-7-24-1_10 uM_3 h","SKBR3"
"8000","LJP009_PC3_24H:D01","PF-03758309_10 uM_24 h","PC3"
"8001","LJP005_MCF7_24H:O07","WH-4-025_10 uM_24 h","MCF7"
"8002","LJP007_MCF10A_24H:P07","AT-7867_10 uM_24 h","MCF10A"
"8003","LJP009_A549_24H:M01","ZM-447439_10 uM_24 h","A549"
"8004","LJP001_BT20_6H:BRD-K13390322-001-02-2:0.4","AT-7519_0.37 uM_6 h","BT20"
"8005","LJP005_HCC515_24H:K19","GDC-0980_10 uM_24 h","HCC515"
"8006","LJP007_SKL.C_24H:A03","vorinostat_10 uM_24 h","SKL"
"8007","LJP007_NPC.TAK_24H:B19","A-66_10 uM_24 h","NPC"
"8008","LJP001_SKBR3_24H:I05","GDC-0941_10 uM_24 h","SKBR3"
"8009","LJP005_BT20_3H:C20","mitoxantrone_3.33 uM_3 h","BT20"
"8010","LJP005_HCC515_24H:D23","WZ-3105_0.12 uM_24 h","HCC515"
"8011","LJP005_HS578T_24H:P04","AS-601245_0.37 uM_24 h","HS578T"
"8012","LJP007_HUVEC_24H:P22","NVP-BGJ398_0.37 uM_24 h","HUVEC"
"8013","LJP008_HCC515_24H:M01","resveratrol_10 uM_24 h","HCC515"
"8014","LJP008_HELA_24H:A09","veliparib_1.11 uM_24 h","HELA"
"8015","LJP009_HELA_24H:N13","JNK-IN-5A_10 uM_24 h","HELA"
"8016","LJP006_SKBR3_24H:F20","QL-X-138_3.33 uM_24 h","SKBR3"
"8017","LJP006_PC3_24H:G19","afatinib_10 uM_24 h","PC3"
"8018","LJP007_HELA_24H:K13","HG-9-91-01_10 uM_24 h","HELA"
"8019","LJP009_SKL.C_24H:L11","RAF-265_0.12 uM_24 h","SKL"
"8020","LJP009_HEK293_24H:L01","GSK-2334470_10 uM_24 h","HEK293"
"8021","LJP009_HEK293_24H:O07","KIN001-127_10 uM_24 h","HEK293"
"8022","LJP008_NPC.TAK_24H:A19","MK-1775_10 uM_24 h","NPC"
"8023","LJP007_HUVEC_24H:P13","vandetanib_10 uM_24 h","HUVEC"
"8024","LJP007_HUVEC_24H:O07","BMS-509744_10 uM_24 h","HUVEC"
"8025","LJP006_HA1E_24H:O22","QL-XII-47_0.37 uM_24 h","HA1E"
"8026","LJP006_PC3_24H:B07","sorafenib_10 uM_24 h","PC3"
"8027","LJP007_CD34_24H:I13","masitinib_10 uM_24 h","CD34"
"8028","LJP005_HCC515_24H:D13","enzastaurin_10 uM_24 h","HCC515"
"8029","LJP009_NPC.TAK_24H:J07","PF-573228_10 uM_24 h","NPC"
"8030","LJP009_HUVEC_24H:G19","D-4476_10 uM_24 h","HUVEC"
"8031","LJP005_HCC515_24H:P19","trametinib_10 uM_24 h","HCC515"
"8032","LJP006_HS578T_24H:K09","radicicol_1.11 uM_24 h","HS578T"
"8033","LJP001_MCF10A_6H:BRD-K99252563-001-01-1:2","QL-XII-47_2.22 uM_6 h","MCF10A"
"8034","LJP001_SKBR3_24H:C13","HG-6-64-01_10 uM_24 h","SKBR3"
"8035","LJP005_HT29_24H:K13","PIK-93_10 uM_24 h","HT29"
"8036","LJP009_HELA_24H:F01","GSK-1059615_10 uM_24 h","HELA"
"8037","LJP007_ASC.C_24H:L07","MLN-0128_10 uM_24 h","ASC"
"8038","LJP007_CD34_24H:H01","WZ-7043_10 uM_24 h","CD34"
"8039","LJP009_HME1_24H:G15","dasatinib_1.11 uM_24 h","HME1"
"8040","LJP009_HME1_24H:C01","JWE-035_10 uM_24 h","HME1"
"8041","LJP008_HCC515_24H:A12","veliparib_0.04 uM_24 h","HCC515"
"8042","LJP009_NPC.TAK_24H:F01","GSK-1059615_10 uM_24 h","NPC"
"8043","LJP007_A549_24H:N13","AZD-9291_10 uM_24 h","A549"
"8044","LJP007_MCF10A_24H:M13","NVP-TAE226_10 uM_24 h","MCF10A"
"8045","LJP009_SHSY5Y_24H:P01","KIN001-055_10 uM_24 h","SHSY5Y"
"8046","LJP008_HELA_24H:I13","BIX-01294_10 uM_24 h","HELA"
"8047","LJP009_CD34_24H:N13","JNK-IN-5A_10 uM_24 h","CD34"
"8048","LJP001_MDAMB231_24H:BRD-K49327517-001-01-9:10","THZ-2-98-01_10 uM_24 h","MDAMB231"
"8049","LJP007_MCF10A_24H:N13","AZD-9291_10 uM_24 h","MCF10A"
"8050","LJP001_SKBR3_6H:BRD-K85606544-001-04-2:10","neratinib_10 uM_6 h","SKBR3"
"8051","LJP001_MCF10A_24H:BRD-K38615104-001-08-4:0.4","A-443654_0.37 uM_24 h","MCF10A"
"8052","LJP007_CD34_24H:E13","AZ-628_10 uM_24 h","CD34"
"8053","LJP008_NPC_24H:O09","AZ-20_1.11 uM_24 h","NPC"
"8054","LJP007_ASC.C_24H:J19","doramapimod_10 uM_24 h","ASC"
"8055","LJP006_MCF10A_24H:C08","KIN001-043_3.33 uM_24 h","MCF10A"
"8056","LJP007_HUVEC_24H:C01","tivozanib_10 uM_24 h","HUVEC"
"8057","LJP007_HUVEC_24H:J03","PHA-767491_1.11 uM_24 h","HUVEC"
"8058","LJP008_HCC515_24H:N01","daminozide_10 uM_24 h","HCC515"
"8059","LJP002_SKBR3_6H:BRD-K59067695-001-01-2:0.08","SU-11274_0.08 uM_6 h","SKBR3"
"8060","LJP007_YAPC_24H:G07","dacomitinib_10 uM_24 h","YAPC"
"8061","LJP009_HUVEC_24H:O13","serdemetan_10 uM_24 h","HUVEC"
"8062","LJP009_NPC_24H:A03","vorinostat_10 uM_24 h","NPC"
"8063","LJP005_HT29_24H:H14","NVP-AUY922_3.33 uM_24 h","HT29"
"8064","LJP006_SKBR3_3H:G13","withaferin-a_10 uM_3 h","SKBR3"
"8065","LJP006_SKBR3_3H:G07","celastrol_10 uM_3 h","SKBR3"
"8066","LJP009_HME1_24H:F01","GSK-1059615_10 uM_24 h","HME1"
"8067","LJP008_THP1_24H:M01","resveratrol_10 uM_24 h","THP1"
"8068","LJP005_HCC515_24H:O13","ruxolitinib_10 uM_24 h","HCC515"
"8069","LJP005_HCC515_24H:J19","PF-477736_10 uM_24 h","HCC515"
"8070","LJP005_HCC515_24H:E13","NVP-AEW541_10 uM_24 h","HCC515"
"8071","LJP007_HUVEC_24H:D01","SGI-1776_10 uM_24 h","HUVEC"
"8072","LJP001_SKBR3_24H:H01","AS-601245_0.37 uM_24 h","SKBR3"
"8073","LJP007_ASC.C_24H:I01","sunitinib_10 uM_24 h","ASC"
"8074","LJP007_ASC.C_24H:O07","BMS-509744_10 uM_24 h","ASC"
"8075","LJP007_CD34_24H:P13","vandetanib_10 uM_24 h","CD34"
"8076","LJP009_SKL_24H:O07","KIN001-127_10 uM_24 h","SKL"
"8077","LJP009_HME1_24H:A04","tanespimycin_10 uM_24 h","HME1"
"8078","LJP005_SKBR3_24H:O07","WH-4-025_10 uM_24 h","SKBR3"
"8079","LJP007_NPC.TAK_24H:L07","MLN-0128_10 uM_24 h","NPC"
"8080","LJP008_NPC.CAS9_24H:I01","I-BET-762_10 uM_24 h","NPC"
"8081","LJP001_BT20_6H:BRD-K87909389-001-04-6:0.08","alvocidib_0.08 uM_6 h","BT20"
"8082","LJP001_MCF10A_6H:BRD-K52751261-001-02-0:0.08","TAK-715_0.08 uM_6 h","MCF10A"
"8083","LJP001_MDAMB231_6H:BRD-K87909389-001-04-6:0.08","alvocidib_0.08 uM_6 h","MDAMB231"
"8084","LJP007_HELA_24H:L07","MLN-0128_10 uM_24 h","HELA"
"8085","LJP009_PC3_24H:D22","MLN-8054_0.37 uM_24 h","PC3"
"8086","LJP005_BT20_3H:L19","BX-912_10 uM_3 h","BT20"
"8087","LJP005_MCF7_24H:A13","neratinib_10 uM_24 h","MCF7"
"8088","LJP006_SKBR3_3H:O19","QL-XII-47_10 uM_3 h","SKBR3"
"8089","LJP007_ASC.C_24H:I23","rebastinib_0.12 uM_24 h","ASC"
"8090","LJP007_HUVEC_24H:L19","WZ-4002_10 uM_24 h","HUVEC"
"8091","LJP005_HS578T_24H:P07","CYT-387_10 uM_24 h","HS578T"
"8092","LJP001_BT20_6H:BRD-K46056750-001-02-1:10","AZD-7762_10 uM_6 h","BT20"
"8093","LJP006_PC3_24H:P07","XMD-1150_10 uM_24 h","PC3"
"8094","LJP009_HME1_24H:A13","XMD-892_10 uM_24 h","HME1"
"8095","LJP009_SKL.C_24H:B03","sirolimus_10 uM_24 h","SKL"
"8096","LJP009_SKL.C_24H:J07","PF-573228_10 uM_24 h","SKL"
"8097","LJP007_SKL.C_24H:K14","HG-9-91-01_3.33 uM_24 h","SKL"
"8098","LJP006_HS578T_24H:B20","JW-7-24-1_3.33 uM_24 h","HS578T"
"8099","LJP001_SKBR3_24H:G13","WH-4025_10 uM_24 h","SKBR3"
"8100","LJP001_SKBR3_24H:J02","A-443654_0.08 uM_24 h","SKBR3"
"8101","LJP001_MDAMB231_6H:BRD-K72636697-001-01-5:10","QL-X-138_10 uM_6 h","MDAMB231"
"8102","LJP008_NPC.CAS9_24H:E13","BRD-K54606188_10 uM_24 h","NPC"
"8103","LJP009_NPC.CAS9_24H:E21","ponatinib_1.11 uM_24 h","NPC"
"8104","LJP007_A549_24H:L13","HG-14-10-04_10 uM_24 h","A549"
"8105","LJP008_SKL_24H:E01","ABT-737_10 uM_24 h","SKL"
"8106","LJP005_SKBR3_24H:K13","PIK-93_10 uM_24 h","SKBR3"
"8107","LJP009_HUVEC_24H:N14","JNK-IN-5A_3.33 uM_24 h","HUVEC"
"8108","LJP007_SKL.C_24H:G16","dasatinib_0.37 uM_24 h","SKL"
"8109","LJP009_HCC515_24H:L15","KIN001-269_1.11 uM_24 h","HCC515"
"8110","LJP007_NPC.TAK_24H:M19","quizartinib_10 uM_24 h","NPC"
"8111","LJP009_NPC.CAS9_24H:A07","XMD-1499_10 uM_24 h","NPC"
"8112","LJP005_SKBR3_24H:M09","XMD-16144_1.11 uM_24 h","SKBR3"
"8113","LJP006_PC3_24H:F19","QL-X-138_10 uM_24 h","PC3"
"8114","LJP008_NPC_24H:F19","GSK-J4_10 uM_24 h","NPC"
"8115","LJP008_CD34_24H:G13","dasatinib_10 uM_24 h","CD34"
"8116","LJP006_HS578T_24H:I23","A-443654_0.12 uM_24 h","HS578T"
"8117","LJP008_NPC.TAK_24H:E19","AGK-2_10 uM_24 h","NPC"
"8118","LJP007_NPC.CAS9_24H:K19","everolimus_10 uM_24 h","NPC"
"8119","LJP007_THP1_24H:I19","rebastinib_10 uM_24 h","THP1"
"8120","LJP007_YAPC_24H:B19","A-66_10 uM_24 h","YAPC"
"8121","LJP007_ASC.C_24H:I07","pazopanib_10 uM_24 h","ASC"
"8122","LJP009_SKL.C_24H:I08","BX-795_3.33 uM_24 h","SKL"
"8123","LJP009_NPC.CAS9_24H:A13","XMD-892_10 uM_24 h","NPC"
"8124","LJP001_BT20_6H:BRD-K92571446-001-01-4:2","WZ-3105_2.22 uM_6 h","BT20"
"8125","LJP001_MCF7_6H:BRD-K72636697-001-01-5:10","QL-X-138_10 uM_6 h","MCF7"
"8126","LJP006_HA1E_24H:G10","celastrol_0.37 uM_24 h","HA1E"
"8127","LJP006_LNCAP_3H:L07","WYE-125132_10 uM_3 h","LNCAP"
"8128","LJP009_HME1_24H:O07","KIN001-127_10 uM_24 h","HME1"
"8129","LJP005_BT20_24H:H07","foretinib_10 uM_24 h","BT20"
"8130","LJP005_BT20_24H:G07","SAR-245408_10 uM_24 h","BT20"
"8131","LJP008_THP1_24H:N07","tranylcypromine_10 uM_24 h","THP1"
"8132","LJP009_SHSY5Y_24H:L01","GSK-2334470_10 uM_24 h","SHSY5Y"
"8133","LJP005_HCC515_24H:H07","foretinib_10 uM_24 h","HCC515"
"8134","LJP006_HS578T_24H:E07","OSI-027_10 uM_24 h","HS578T"
"8135","LJP007_HUVEC_24H:A19","TPCA-1_10 uM_24 h","HUVEC"
"8136","LJP008_NPC.TAK_24H:K19","rucaparib_10 uM_24 h","NPC"
"8137","LJP006_HME1_3H:O19","QL-XII-47_10 uM_3 h","HME1"
"8138","LJP001_BT20_6H:BRD-K99545815-001-02-2:10","PF-562271_10 uM_6 h","BT20"
"8139","LJP007_MCF10A_24H:H13","AST-1306_10 uM_24 h","MCF10A"
"8140","LJP001_SKBR3_24H:G03","BRD-K04887706_10 uM_24 h","SKBR3"
"8141","LJP008_SKL_24H:K02","I-BET-151_3.33 uM_24 h","SKL"
"8142","LJP009_NPC_24H:I07","BX-795_10 uM_24 h","NPC"
"8143","LJP005_HA1E_24H:N07","YM-201636_10 uM_24 h","HA1E"
"8144","LJP005_HT29_24H:P02","AS-601245_3.33 uM_24 h","HT29"
"8145","LJP007_HELA_24H:D01","SGI-1776_10 uM_24 h","HELA"
"8146","LJP008_HUVEC_24H:H19","C-646_10 uM_24 h","HUVEC"
"8147","LJP006_MCF10A_24H:D18","BI-2536_0.04 uM_24 h","MCF10A"
"8148","LJP007_HUVEC_24H:H03","WZ-7043_1.11 uM_24 h","HUVEC"
"8149","LJP005_MCF7_24H:B19","BRD-K04887706_10 uM_24 h","MCF7"
"8150","LJP006_SKBR3_24H:K21","JNK-9L_1.11 uM_24 h","SKBR3"
"8151","LJP008_THP1_24H:O07","AZ-20_10 uM_24 h","THP1"
"8152","LJP007_A375_24H:P13","vandetanib_10 uM_24 h","A375"
"8153","LJP009_HUVEC_24H:C13","QL-XI-92_10 uM_24 h","HUVEC"
"8154","LJP009_HEK293_24H:F06","GSK-1059615_0.04 uM_24 h","HEK293"
"8155","LJP007_NPC.TAK_24H:C07","SB-216763_10 uM_24 h","NPC"
"8156","LJP009_A549_24H:K19","CC-401_10 uM_24 h","A549"
"8157","LJP001_BT20_24H:BRD-K01253243-001-02-2:2","SB-590885_2.22 uM_24 h","BT20"
"8158","LJP005_HA1E_24H:E03","GSK-1059615_1.11 uM_24 h","HA1E"
"8159","LJP009_SKL.C_24H:M19","MGCD-265_10 uM_24 h","SKL"
"8160","LJP008_NPC_24H:A04","tanespimycin_10 uM_24 h","NPC"
"8161","LJP008_CD34_24H:L24","belinostat_0.04 uM_24 h","CD34"
"8162","LJP009_CD34_24H:D24","MLN-8054_0.04 uM_24 h","CD34"
"8163","LJP009_HEK293_24H:N15","JNK-IN-5A_1.11 uM_24 h","HEK293"
"8164","LJP001_SKBR3_6H:BRD-K04923131-001-10-5:10","BRD-K04923131_10 uM_6 h","SKBR3"
"8165","LJP008_NPC_24H:L23","belinostat_0.12 uM_24 h","NPC"
"8166","LJP007_YAPC_24H:L13","HG-14-10-04_10 uM_24 h","YAPC"
"8167","LJP009_HUVEC_24H:M19","MGCD-265_10 uM_24 h","HUVEC"
"8168","LJP007_HELA_24H:B19","A-66_10 uM_24 h","HELA"
"8169","LJP007_HELA_24H:N08","BGT-226_3.33 uM_24 h","HELA"
"8170","LJP008_HELA_24H:G01","PFI-1_10 uM_24 h","HELA"
"8171","LJP009_CD34_24H:P24","olaparib_0.04 uM_24 h","CD34"
"8172","LJP007_SKL.C_24H:K24","everolimus_0.04 uM_24 h","SKL"
"8173","LJP008_HCC515_24H:P07","VE-821_10 uM_24 h","HCC515"
"8174","LJP009_NPC.CAS9_24H:O07","KIN001-127_10 uM_24 h","NPC"
"8175","LJP006_HME1_3H:L02","AZD-7762_3.33 uM_3 h","HME1"
"8176","LJP009_HME1_24H:N07","regorafenib_10 uM_24 h","HME1"
"8177","LJP009_SKL.C_24H:F13","KIN-001-220_10 uM_24 h","SKL"
"8178","LJP005_HA1E_24H:I14","pelitinib_3.33 uM_24 h","HA1E"
"8179","LJP006_SKBR3_24H:M09","selumetinib_1.11 uM_24 h","SKBR3"
"8180","LJP009_JURKAT_24H:H07","dabrafenib_10 uM_24 h","JURKAT"
"8181","LJP009_NPC.CAS9_24H:L19","AZD-1480_10 uM_24 h","NPC"
"8182","LJP001_BT20_6H:BRD-K24859147-379-02-6:10","KIN001-242_10 uM_6 h","BT20"
"8183","LJP009_HUVEC_24H:M01","ZM-447439_10 uM_24 h","HUVEC"
