"","sig_id","cell_iname","conditionId"
"554","CPC018_A375_6H:BRD-A64290322-001-01-6:10","A375","cyclosporin-a_10 uM_6 h"
"555","CPC006_A375_6H:D19","A375","CHEMBL-1222381_80 uM_6 h"
"556","CPC006_A375_24H:BRD-K12994359-001-07-7:177.6","A375","valdecoxib_200 uM_24 h"
"557","CPC015_A375_6H:BRD-A01320529-001-05-9:10","A375","salmeterol_10 uM_6 h"
"558","CPC006_HT29_6H:E13","HT29","importazole_60 uM_6 h"
"559","CPC008_HT29_6H:BRD-K52163391-001-05-4:10","HT29","BRD-K52163391_10 uM_6 h"
"560","CPC018_HT29_6H:BRD-K26997899-001-01-4:10","HT29","D-64131_10 uM_6 h"
"561","CPC006_A375_6H:L19","A375","triptolide_0.08 uM_6 h"
"562","CPC012_HT29_6H:BRD-K56653679-001-01-2:10","HT29","MD-041_10 uM_6 h"
"563","CPC008_A375_6H:A14","A375","BRD-K95858622_10 uM_6 h"
"564","CPC015_A375_6H:BRD-K14920963-304-01-9:10","A375","erythrosine_10 uM_6 h"
"565","CPC016_A375_6H:BRD-A51410489-003-02-8:10","A375","yohimbine_10 uM_6 h"
"566","CPC012_A375_6H:A09","A375","BRD-K07023879_10 uM_6 h"
"567","CPC017_HT29_6H:BRD-A99177642-001-02-5:10","HT29","deltaline_10 uM_6 h"
"568","CPC019_HT29_6H:BRD-K16046246-001-01-2:10","HT29","BRD-K16046246_10 uM_6 h"
"569","CPC020_A375_6H:BRD-K81514393-001-01-0:10","A375","BRD-K81514393_10 uM_6 h"
"570","CPC006_A375_6H:P08","A375","curcumin_50 uM_6 h"
"571","CPC012_HT29_6H:BRD-K79619196-001-01-0:10","HT29","BRD-K79619196_10 uM_6 h"
"572","CPC015_HT29_6H:BRD-A68930007-001-03-1:10","HT29","ouabain_10 uM_6 h"
"573","CPC005_HT29_24H:BRD-K50464341-001-02-6:10","HT29","berbamine_10 uM_24 h"
"574","CPC008_HT29_6H:BRD-K06436323-001-01-3:10","HT29","BRD-K06436323_10 uM_6 h"
"575","CPC017_HT29_6H:BRD-A63894585-001-03-4:10","HT29","clobetasol_10 uM_6 h"
"576","CPC005_A375_24H:BRD-A77824596-001-03-2:10","A375","fluocinolone-acetonide_10 uM_24 h"
"577","CPC007_A375_24H:BRD-K63569039-001-04-0:10","A375","BRD-K63569039_10 uM_24 h"
"578","CPC014_HT29_6H:BRD-K83794624-001-01-7:10","HT29","pirarubicin_10 uM_6 h"
"579","CPC005_A375_24H:BRD-A30435184-001-01-5:10","A375","metergoline_10 uM_24 h"
"580","CPC005_A375_24H:BRD-A81772229-001-01-6:10","A375","simvastatin_10 uM_24 h"
"581","CPC010_HT29_6H:BRD-K50938786-003-07-6:10","HT29","ropivacaine_10 uM_6 h"
"582","CPC016_HT29_6H:BRD-K80348542-001-01-4:10","HT29","cephaeline_10 uM_6 h"
"583","CPC004_A375_6H:BRD-K14693417-001-03-2:10","A375","cinchonine_10 uM_6 h"
"584","CPC009_HT29_6H:BRD-K18724229-019-01-5:10","HT29","BRD-K18724229_10 uM_6 h"
"585","CPC010_A375_6H:N06","A375","BRD-K99633092_10 uM_6 h"
"586","CPC004_HT29_6H:BRD-K17075857-001-06-9:10","HT29","chloroxine_10 uM_6 h"
"587","CPC017_HT29_6H:BRD-K14618467-003-01-8:10","HT29","IKK-16_10 uM_6 h"
"588","CPC007_HT29_24H:BRD-K37940862-004-03-4:10","HT29","BRD-K37940862_10 uM_24 h"
"589","CPC016_A375_6H:BRD-K08547377-003-03-2:10","A375","irinotecan_10 uM_6 h"
"590","CPC019_HT29_6H:BRD-K00007652-001-01-9:10","HT29","BRD-K00007652_10 uM_6 h"
"591","CPC006_A375_6H:M13","A375","BRD-K28296557_10 uM_6 h"
"592","CPC006_A375_6H:H15","A375","NVP-AUY922_10 uM_6 h"
"593","CPC012_HT29_6H:BRD-A19248578-001-03-7:10","HT29","latrunculin-b_10 uM_6 h"
"594","CPC009_HT29_6H:BRD-K66909449-001-01-5:10","HT29","BRD-K66909449_10 uM_6 h"
"595","CPC011_A375_6H:BRD-K66896231-001-04-0:10","A375","ipidacrine_10 uM_6 h"
"596","CPC017_A375_6H:BRD-K23478508-001-03-7:10","A375","digoxin_10 uM_6 h"
"597","CPC005_A375_24H:BRD-K18036262-001-01-0:10","A375","L-168049_10 uM_24 h"
"598","CPC005_A375_24H:BRD-K49049886-001-03-8:10","A375","CGS-15943_10 uM_24 h"
"599","CPC007_A375_24H:BRD-A09719808-001-02-3:10","A375","BRD-A09719808_10 uM_24 h"
"600","CPC006_HT29_24H:BRD-A35588707-001-03-0:1.25","HT29","teniposide_1.25 uM_24 h"
"601","CPC009_A375_6H:BRD-K15716662-001-03-2:10","A375","KU-C104493_10 uM_6 h"
"602","CPC010_HT29_6H:BRD-K28143534-003-20-0:10","HT29","cyproheptadine_10 uM_6 h"
"603","CPC006_HT29_6H:A16","HT29","tyrphostin-1_10 uM_6 h"
"604","CPC018_HT29_6H:BRD-K98548675-001-02-6:10","HT29","parthenolide_10 uM_6 h"
"605","CPC018_HT29_6H:BRD-K20655524-003-07-0:10","HT29","mefexamide_10 uM_6 h"
"606","CPC012_HT29_6H:BRD-K98731749-001-01-2:10","HT29","BRD-K98731749_10 uM_6 h"
"607","CPC008_A375_6H:N11","A375","VU-0418947-2_10 uM_6 h"
"608","CPC015_A375_6H:BRD-A50737080-001-01-4:10","A375","CGK-733_10 uM_6 h"
"609","CPC005_A375_24H:BRD-K51095933-231-03-2:10","A375","estropipate_10 uM_24 h"
"610","CPC013_HT29_6H:F12","HT29","BRD-K82685933_10 uM_6 h"
"611","CPC017_HT29_6H:BRD-K04546108-066-01-5:10","HT29","BRD-K04546108_10 uM_6 h"
"612","CPC004_A375_6H:BRD-A62184259-001-02-8:10","A375","cycloheximide_10 uM_6 h"
"613","CPC010_HT29_6H:BRD-A18725729-001-08-2:10","HT29","BRD-A18725729_10 uM_6 h"
"614","CPC016_A375_6H:BRD-K98157055-001-04-2:10","A375","SIB-1757_10 uM_6 h"
"615","CPC015_HT29_6H:BRD-A31007383-001-01-0:10","HT29","SDZ-WAG-994_10 uM_6 h"
"616","CPC005_A375_24H:BRD-A84481105-003-17-2:10","A375","thioridazine_10 uM_24 h"
"617","CPC004_HT29_6H:BRD-K35941380-050-17-0:10","HT29","methysergide_10 uM_6 h"
"618","CPC016_A375_6H:BRD-A64227845-004-02-8:10","A375","SKF-77434_10 uM_6 h"
"619","CPC006_HT29_6H:A09","HT29","CT-200783_10 uM_6 h"
"620","CPC008_HT29_6H:BRD-K91600270-019-01-5:10","HT29","BRD-K91600270_10 uM_6 h"
"621","CPC016_HT29_6H:BRD-A49680073-001-01-9:10","HT29","BRD-A49680073_10 uM_6 h"
"622","CPC017_HT29_6H:BRD-K95785537-001-09-0:10","HT29","PP-2_10 uM_6 h"
"623","CPC017_HT29_6H:BRD-K17743697-066-02-8:10","HT29","KB-R7943_10 uM_6 h"
"624","CPC018_HT29_6H:BRD-K46469693-001-01-8:10","HT29","SCH-442416_10 uM_6 h"
"625","CPC019_HT29_6H:BRD-K49010888-001-01-2:10","HT29","BRD-K49010888_10 uM_6 h"
"626","CPC020_A375_6H:BRD-K53790871-001-15-1:10","A375","triamcinolone_10 uM_6 h"
"627","CPC006_A375_24H:BRD-K83213911-001-02-8:80","A375","PF-750_80 uM_24 h"
"628","CPC010_A375_6H:O23","A375","dihydrexidine_10 uM_6 h"
"629","CPC009_A375_6H:BRD-K00313977-019-01-1:10","A375","BRD-K00313977_10 uM_6 h"
"630","CPC020_HT29_6H:BRD-K03406345-001-11-2:10","HT29","azacitidine_10 uM_6 h"
"631","CPC006_HT29_6H:C03","HT29","ISOX_10 uM_6 h"
"632","CPC012_A375_6H:E13","A375","BRD-K94991378_10 uM_6 h"
"633","CPC016_HT29_6H:BRD-K93332168-001-03-2:10","HT29","isocarboxazid_10 uM_6 h"
"634","CPC018_HT29_6H:BRD-A64290322-001-01-6:10","HT29","cyclosporin-a_10 uM_6 h"
"635","CPC004_A375_6H:BRD-K99621550-003-03-4:10","A375","tubocurarine_10 uM_6 h"
"636","CPC019_A375_6H:BRD-K78930611-001-07-6:10","A375","MW-STK33-2B_10 uM_6 h"
"637","CPC006_A375_24H:BRD-A12230535-001-02-6:44.4","A375","nutlin-3_40 uM_24 h"
"638","CPC006_HT29_24H:BRD-A41451487-001-06-2:160","HT29","PK-11195_150 uM_24 h"
"639","CPC004_HT29_6H:BRD-K52075715-001-03-4:10","HT29","oxibendazole_10 uM_6 h"
"640","CPC008_HT29_6H:BRD-K66634822-001-02-4:10","HT29","BRD-K66634822_10 uM_6 h"
"641","CPC006_A375_6H:G21","A375","mepacrine_10 uM_6 h"
"642","CPC018_A375_6H:BRD-K54233340-001-02-2:10","A375","dorsomorphin_10 uM_6 h"
"643","CPC006_A375_24H:BRD-K02822062-001-01-3:10","A375","CT-200783_10 uM_24 h"
"644","CPC005_A375_6H:BRD-A18419789-001-01-4:10","A375","etoposide_10 uM_6 h"
"645","CPC011_A375_6H:BRD-K96134740-001-01-0:10","A375","kitasamycin_10 uM_6 h"
"646","CPC013_A375_6H:BRD-K59460069-001-01-7:10","A375","BRD-K59460069_10 uM_6 h"
"647","CPC006_A375_24H:BRD-A47829399-001-01-1:10","A375","artesunate_10 uM_24 h"
"648","CPC006_A375_24H:BRD-A18763547-300-04-8:10","A375","BRD-A18763547_10 uM_24 h"
"649","CPC014_HT29_6H:BRD-K43797669-001-13-0:10","HT29","genistein_10 uM_6 h"
"650","CPC005_HT29_6H:BRD-K18518344-001-03-5:10","HT29","digitoxigenin_10 uM_6 h"
"651","CPC009_HT29_6H:BRD-K22878149-337-02-4:10","HT29","SB-205607_10 uM_6 h"
"652","CPC005_HT29_24H:BRD-A45333398-001-01-7:10","HT29","periplocymarin_10 uM_24 h"
"653","CPC007_A375_24H:BRD-A54194844-001-02-9:10","A375","BRD-A54194844_10 uM_24 h"
"654","CPC006_HT29_24H:BRD-K59962020-001-06-9:10","HT29","CHEMBL-374350_10 uM_24 h"
"655","CPC006_A375_24H:BRD-K68548958-001-01-2:20","A375","C-646_20 uM_24 h"
"656","CPC005_A375_24H:BRD-A55946879-001-02-9:10","A375","BW-B70C_10 uM_24 h"
"657","CPC005_A375_24H:BRD-A34299591-001-03-4:10","A375","budesonide_10 uM_24 h"
"658","CPC007_HT29_24H:BRD-K18595892-001-09-6:10","HT29","BRD-K18595892_10 uM_24 h"
"659","CPC016_A375_6H:BRD-K37848908-001-03-1:10","A375","ceforanide_10 uM_6 h"
"660","CPC008_HT29_6H:BRD-K54687541-001-01-8:10","HT29","BRD-K54687541_10 uM_6 h"
"661","CPC020_A375_6H:BRD-K90543092-001-02-0:10","A375","levonorgestrel_10 uM_6 h"
"662","CPC006_A375_24H:BRD-K61662457-001-02-2:20","A375","CAY-10594_20 uM_24 h"
"663","CPC006_A375_24H:BRD-K86191271-001-02-7:10","A375","cytosporone-b_10 uM_24 h"
"664","CPC014_HT29_6H:BRD-U51951544-000-01-8:10","HT29","ZG-10_10 uM_6 h"
"665","CPC013_A375_6H:BRD-K15672523-001-01-0:10","A375","BRD-K15672523_10 uM_6 h"
"666","CPC010_A375_6H:I12","A375","BRD-K78385490_10 uM_6 h"
"667","CPC012_A375_6H:C20","A375","BRD-K03736784_10 uM_6 h"
"668","CPC011_HT29_6H:BRD-K18909381-050-07-8:10","HT29","CGS-12066B_10 uM_6 h"
"669","CPC006_HT29_24H:BRD-K69328504-001-01-7:10","HT29","L-690488_10 uM_24 h"
"670","CPC006_HT29_24H:BRD-K93725829-001-01-2:0.5","HT29","BRD-K93725829_0.5 uM_24 h"
"671","CPC008_HT29_6H:BRD-K05979026-019-01-5:10","HT29","BRD-K05979026_10 uM_6 h"
"672","CPC008_HT29_6H:BRD-K37456065-001-01-6:10","HT29","VU-0365114-2_10 uM_6 h"
"673","CPC013_HT29_6H:J22","HT29","BRD-K93215584_10 uM_6 h"
"674","CPC008_A375_6H:C04","A375","BRD-K33720394_10 uM_6 h"
"675","CPC005_A375_24H:BRD-K58299615-001-02-7:10","A375","Ro-90-7501_10 uM_24 h"
"676","CPC007_A375_24H:BRD-K04779531-001-05-7:10","A375","BRD-K04779531_10 uM_24 h"
"677","CPC019_A375_6H:BRD-K51083659-001-01-1:10","A375","BRD-K51083659_10 uM_6 h"
"678","CPC019_A375_6H:BRD-A81282034-001-02-9:10","A375","BRD-A81282034_10 uM_6 h"
"679","CPC006_HT29_24H:BRD-K06980535-003-15-0:10","HT29","promazine_10 uM_24 h"
"680","CPC020_HT29_6H:BRD-K52522949-001-01-7:10","HT29","NCH-51_10 uM_6 h"
"681","CPC008_HT29_6H:BRD-K46017542-019-01-0:10","HT29","BRD-K46017542_10 uM_6 h"
"682","CPC017_HT29_6H:BRD-A51929314-001-01-4:10","HT29","BRD-A51929314_10 uM_6 h"
"683","CPC012_HT29_6H:BRD-K61717269-001-01-4:10","HT29","BRD-K61717269_10 uM_6 h"
"684","CPC018_A375_6H:BRD-K46652470-001-02-6:10","A375","nizatidine_10 uM_6 h"
"685","CPC007_HT29_6H:BRD-K60870698-001-08-8:10","HT29","BRD-K60870698_10 uM_6 h"
"686","CPC006_HT29_6H:K22","HT29","7b-cis_10 uM_6 h"
"687","CPC019_HT29_6H:BRD-K25144184-001-05-9:10","HT29","BRD-K25144184_10 uM_6 h"
"688","CPC020_A375_6H:BRD-K06666320-001-06-7:10","A375","MW-STK33-23_10 uM_6 h"
"689","CPC009_HT29_6H:BRD-K26300881-001-03-7:10","HT29","KU-C103867_10 uM_6 h"
"690","CPC013_A375_6H:BRD-U68942961-000-01-2:10","A375","JW-7-24-1_10 uM_6 h"
"691","CPC012_A375_6H:C22","A375","MD-049_10 uM_6 h"
"692","CPC006_A375_24H:BRD-K78867378-001-07-3:10","A375","MW-A1-12_10 uM_24 h"
"693","CPC006_A375_24H:BRD-K54256913-001-01-2:10","A375","MK-1775_10 uM_24 h"
"694","CPC006_A375_24H:BRD-K68185022-001-06-4:70.07","A375","ursolic-acid_70 uM_24 h"
"695","CPC014_HT29_6H:BRD-K85985071-001-20-7:10","HT29","ellipticine_10 uM_6 h"
"696","CPC005_HT29_24H:BRD-K54665485-001-04-6:10","HT29","R-59022_10 uM_24 h"
"697","CPC006_HT29_24H:BRD-K89692698-001-06-7:160","HT29","BRD-K89692698_150 uM_24 h"
"698","CPC008_HT29_6H:BRD-A01999384-001-04-7:10","HT29","BRD-A01999384_10 uM_6 h"
"699","CPC008_HT29_6H:BRD-K07259155-001-05-2:10","HT29","BRD-K07259155_10 uM_6 h"
"700","CPC012_A375_6H:I01","A375","BRD-K75458636_10 uM_6 h"
"701","CPC018_HT29_6H:BRD-K32188552-300-01-6:10","HT29","BRD-K32188552_10 uM_6 h"
"702","CPC019_HT29_6H:BRD-K91145395-001-02-7:10","HT29","prostratin_10 uM_6 h"
"703","CPC019_A375_6H:BRD-K65366129-001-04-0:10","A375","SD-6-035-A3_10 uM_6 h"
"704","CPC006_HT29_24H:BRD-K71726959-001-06-7:122.55","HT29","BRD-K71726959_125 uM_24 h"
"705","CPC020_HT29_6H:BRD-K04733502-001-01-8:10","HT29","BRD-K04733502_10 uM_6 h"
"706","CPC018_A375_6H:BRD-A95696820-001-01-4:10","A375","acadesine_10 uM_6 h"
"707","CPC018_A375_6H:BRD-A15914070-001-01-5:10","A375","BRD-A15914070_10 uM_6 h"
"708","CPC015_HT29_6H:BRD-A55594068-065-03-1:10","HT29","vinblastine_10 uM_6 h"
"709","CPC007_HT29_24H:BRD-K68313733-001-11-2:10","HT29","BRD-K68313733_10 uM_24 h"
"710","CPC019_A375_6H:BRD-K89451433-001-01-9:10","A375","BRD-K89451433_10 uM_6 h"
"711","CPC020_HT29_6H:BRD-K14721042-001-01-8:10","HT29","BRD-K14721042_10 uM_6 h"
"712","CPC006_HT29_6H:M15","HT29","SU-11652_10 uM_6 h"
"713","CPC018_A375_6H:BRD-K15588452-003-01-9:10","A375","R-96544_10 uM_6 h"
"714","CPC014_HT29_6H:BRD-K67258146-001-01-2:10","HT29","BRD-K67258146_10 uM_6 h"
"715","CPC015_A375_6H:BRD-K85119730-001-17-2:10","A375","tolbutamide_10 uM_6 h"
"716","CPC017_HT29_6H:BRD-K23478508-001-03-7:10","HT29","digoxin_10 uM_6 h"
"717","CPC013_A375_6H:BRD-U82589721-000-01-4:10","A375","HG-5-113-01_10 uM_6 h"
"718","CPC015_HT29_6H:BRD-K46137903-001-03-3:10","HT29","prednicarbate_10 uM_6 h"
"719","CPC006_A375_6H:H21","A375","MLN-4924_12 uM_6 h"
"720","CPC013_HT29_6H:O06","HT29","HG-6-64-01_10 uM_6 h"
"721","CPC018_HT29_6H:BRD-K18905250-003-01-6:10","HT29","ST-91_10 uM_6 h"
"722","CPC006_A375_24H:BRD-K64642496-001-01-6:40","A375","KO-143_40 uM_24 h"
"723","CPC006_A375_24H:BRD-K61323504-001-03-2:11.1","A375","SB-225002_12 uM_24 h"
"724","CPC008_HT29_6H:BRD-K53780220-001-01-0:10","HT29","BRD-K53780220_10 uM_6 h"
"725","CPC012_A375_6H:E19","A375","BRD-K32896438_10 uM_6 h"
"726","CPC019_HT29_6H:BRD-K65404805-001-01-6:10","HT29","BRD-K65404805_10 uM_6 h"
"727","CPC010_A375_6H:O24","A375","pitavastatin_10 uM_6 h"
"728","CPC007_A375_24H:BRD-K22210218-001-04-4:10","A375","BRD-K22210218_10 uM_24 h"
"729","CPC020_HT29_6H:BRD-A83124583-003-01-4:10","HT29","EMF-sumo1-39_10 uM_6 h"
"730","CPC016_A375_6H:BRD-K36007650-300-02-3:10","A375","puromycin_10 uM_6 h"
"731","CPC006_HT29_6H:J23","HT29","tozasertib_10 uM_6 h"
"732","CPC012_A375_6H:M02","A375","BRD-K68588778_10 uM_6 h"
"733","CPC013_HT29_6H:G23","HT29","ispinesib_10 uM_6 h"
"734","CPC004_A375_6H:BRD-A09467419-003-14-1:10","A375","mebeverine_10 uM_6 h"
"735","CPC011_HT29_6H:BRD-K92413528-001-04-4:10","HT29","thiazolidinecarboxylic-acid_10 uM_6 h"
"736","CPC016_A375_6H:BRD-K93332168-001-03-2:10","A375","isocarboxazid_10 uM_6 h"
"737","CPC008_HT29_6H:BRD-K48654774-001-01-5:10","HT29","BRD-K48654774_10 uM_6 h"
"738","CPC008_HT29_6H:BRD-K98676510-001-01-6:10","HT29","BRD-K98676510_10 uM_6 h"
"739","CPC005_HT29_24H:BRD-A17535965-001-02-2:10","HT29","gelsemine_10 uM_24 h"
"740","CPC019_A375_6H:BRD-K74840245-001-05-9:10","A375","BRD-K74840245_10 uM_6 h"
"741","CPC006_HT29_24H:BRD-K10882151-001-06-8:40","HT29","BRD-K10882151_40 uM_24 h"
"742","CPC013_HT29_6H:A19","HT29","amonafide_10 uM_6 h"
"743","CPC013_HT29_6H:E02","HT29","BRD-K76236182_10 uM_6 h"
"744","CPC012_HT29_6H:BRD-K07023879-001-01-6:10","HT29","BRD-K07023879_10 uM_6 h"
"745","CPC018_A375_6H:BRD-K63606607-001-01-8:10","A375","bufalin_10 uM_6 h"
"746","CPC015_HT29_6H:BRD-A73909368-001-01-5:10","HT29","dactinomycin_10 uM_6 h"
"747","CPC016_A375_6H:BRD-K31238592-001-01-6:10","A375","devazepide_10 uM_6 h"
"748","CPC006_A375_24H:BRD-A43331270-001-01-6:10","A375","niguldipine_10 uM_24 h"
"749","CPC008_HT29_6H:BRD-K10846167-001-01-6:10","HT29","BRD-K10846167_10 uM_6 h"
"750","CPC008_HT29_6H:BRD-K23412959-001-05-5:10","HT29","BRD-K23412959_10 uM_6 h"
"751","CPC013_HT29_6H:N02","HT29","BRD-K18163752_10 uM_6 h"
"752","CPC019_HT29_6H:BRD-K08448573-001-01-3:10","HT29","BRD-K08448573_10 uM_6 h"
"753","CPC006_A375_6H:A19","A375","KU-0060648_10 uM_6 h"
"754","CPC006_A375_24H:BRD-K73261812-001-01-1:10","A375","BRD-K73261812_10 uM_24 h"
"755","CPC006_A375_24H:BRD-K10882151-001-06-8:40","A375","BRD-K10882151_40 uM_24 h"
"756","CPC005_A375_24H:BRD-A63998256-001-02-3:10","A375","helveticoside_10 uM_24 h"
"757","CPC016_A375_6H:BRD-A70268693-103-01-9:10","A375","PG-9_10 uM_6 h"
"758","CPC008_HT29_6H:BRD-K66032149-001-01-9:10","HT29","VU-0365117-1_10 uM_6 h"
"759","CPC016_HT29_6H:BRD-A75478957-001-01-6:10","HT29","PD-166793_10 uM_6 h"
"760","CPC018_HT29_6H:BRD-K13169950-001-04-5:10","HT29","NSC-3852_10 uM_6 h"
"761","CPC018_HT29_6H:BRD-K15588452-003-01-9:10","HT29","R-96544_10 uM_6 h"
"762","CPC019_HT29_6H:BRD-K98426715-001-01-9:10","HT29","tubacin_10 uM_6 h"
"763","CPC020_A375_6H:BRD-K88868628-001-01-0:10","A375","iodoacetic-acid_10 uM_6 h"
"764","CPC014_HT29_6H:BRD-A25337146-003-07-0:10","HT29","AT-SUMO-1_10 uM_6 h"
"765","CPC007_HT29_24H:BRD-K49630153-001-05-6:10","HT29","BRD-K49630153_10 uM_24 h"
"766","CPC011_HT29_6H:BRD-K21806131-050-02-5:10","HT29","tegaserod_10 uM_6 h"
"767","CPC012_A375_6H:E15","A375","BRD-K71935468_10 uM_6 h"
"768","CPC013_A375_6H:BRD-K62970326-001-01-9:10","A375","BRD-K62970326_10 uM_6 h"
"769","CPC019_A375_6H:BRD-K37043259-001-01-8:10","A375","BRD-K37043259_10 uM_6 h"
"770","CPC004_HT29_6H:BRD-K39987650-001-15-9:10","HT29","bisacodyl_10 uM_6 h"
"771","CPC016_A375_6H:BRD-A10420615-001-03-6:10","A375","cyclopiazonic-acid_10 uM_6 h"
"772","CPC019_HT29_6H:BRD-K27151060-001-01-0:10","HT29","BRD-K27151060_10 uM_6 h"
"773","CPC020_A375_6H:BRD-K34332553-001-05-2:10","A375","BRD-K34332553_10 uM_6 h"
"774","CPC006_A375_6H:G14","A375","auranofin_10 uM_6 h"
"775","CPC006_A375_24H:BRD-K30707190-001-02-5:80","A375","PNU-74654_80 uM_24 h"
"776","CPC014_HT29_6H:BRD-K04923131-001-06-3:10","HT29","BRD-K04923131_10 uM_6 h"
"777","CPC008_A375_6H:B06","A375","BRD-K98676510_10 uM_6 h"
"778","CPC019_A375_6H:BRD-K38340366-001-06-6:10","A375","MW-STK33-1C_10 uM_6 h"
"779","CPC004_HT29_6H:BRD-A25687296-300-03-5:10","HT29","emetine_10 uM_6 h"
"780","CPC012_A375_6H:O09","A375","BRD-K19875179_10 uM_6 h"
"781","CPC018_A375_6H:BRD-K39187410-001-01-7:10","A375","BRD-K39187410_10 uM_6 h"
"782","CPC014_HT29_6H:BRD-K50168500-001-01-2:10","HT29","canertinib_10 uM_6 h"
"783","CPC009_HT29_6H:BRD-K45435259-003-09-5:10","HT29","SCH-23390_10 uM_6 h"
"784","CPC012_A375_6H:D09","A375","K784-3131_10 uM_6 h"
"785","CPC020_HT29_6H:BRD-K85660637-001-02-1:10","HT29","BRD-K85660637_10 uM_6 h"
"786","CPC020_A375_6H:BRD-K06750613-001-01-6:10","A375","GSK-1059615_10 uM_6 h"
"787","CPC012_HT29_6H:BRD-K12168891-001-05-7:10","HT29","BRD-K12168891_10 uM_6 h"
"788","CPC015_HT29_6H:BRD-A34205397-001-03-7:10","HT29","suloctidil_10 uM_6 h"
"789","CPC017_A375_6H:BRD-K67261995-001-03-4:10","A375","adipiodone_10 uM_6 h"
"790","CPC006_HT29_24H:BRD-K43620258-001-01-6:80","HT29","CHEMBL-399379_80 uM_24 h"
"791","CPC012_A375_6H:A05","A375","ST-056792_10 uM_6 h"
"792","CPC020_A375_6H:BRD-K53308430-001-02-4:10","A375","SA-1017940_10 uM_6 h"
"793","CPC005_A375_24H:BRD-K43405658-001-01-8:10","A375","BRD-K43405658_10 uM_24 h"
"794","CPC016_A375_6H:BRD-K54330070-001-07-1:10","A375","SB-202190_10 uM_6 h"
"795","CPC016_A375_6H:BRD-A17065207-001-06-9:10","A375","brefeldin-a_10 uM_6 h"
"796","CPC006_HT29_6H:P08","HT29","curcumin_50 uM_6 h"
"797","CPC006_HT29_6H:M06","HT29","vemurafenib_10 uM_6 h"
"798","CPC012_A375_6H:A15","A375","BRD-K79619196_10 uM_6 h"
"799","CPC017_HT29_6H:BRD-A45140972-060-02-4:10","HT29","meclocycline_10 uM_6 h"
"800","CPC019_HT29_6H:BRD-K21786893-001-01-2:10","HT29","BRD-K21786893_10 uM_6 h"
"801","CPC014_HT29_6H:BRD-K77286328-001-02-9:10","HT29","reversine_10 uM_6 h"
"802","CPC005_A375_6H:BRD-K46678324-001-02-9:10","A375","BRD-K46678324_10 uM_6 h"
"803","CPC015_HT29_6H:BRD-A06352418-001-15-0:10","HT29","terfenadine_10 uM_6 h"
"804","CPC012_HT29_6H:BRD-K00816165-001-01-3:10","HT29","BRD-K00816165_10 uM_6 h"
"805","CPC014_HT29_6H:BRD-U25771771-000-01-7:10","HT29","WZ-4-145_10 uM_6 h"
"806","CPC009_HT29_6H:BRD-K08219523-003-02-3:10","HT29","5-nonyloxytryptamine_10 uM_6 h"
"807","CPC009_HT29_6H:BRD-K77547920-001-04-2:10","HT29","BRD-K77547920_10 uM_6 h"
"808","CPC012_A375_6H:H09","A375","BRD-K41652870_10 uM_6 h"
"809","CPC018_HT29_6H:BRD-K46836114-001-04-3:10","HT29","BRD-K46836114_10 uM_6 h"
"810","CPC006_A375_6H:F16","A375","BRD-K68336408_60 uM_6 h"
"811","CPC012_HT29_6H:BRD-K17119186-001-01-8:10","HT29","BAS-00535043_10 uM_6 h"
"812","CPC015_A375_6H:BRD-K22503835-001-06-0:10","A375","scriptaid_10 uM_6 h"
"813","CPC010_HT29_6H:BRD-A68065211-001-08-7:10","HT29","BRD-A68065211_10 uM_6 h"
"814","CPC018_HT29_6H:BRD-K44899736-003-02-1:10","HT29","Ro-16-6941_10 uM_6 h"
"815","CPC005_HT29_6H:BRD-A47513740-001-02-5:10","HT29","calyculin_10 uM_6 h"
"816","CPC006_HT29_6H:A15","HT29","narciclasine_10 uM_6 h"
"817","CPC012_HT29_6H:BRD-K73155123-001-01-9:10","HT29","BRD-K73155123_10 uM_6 h"
"818","CPC006_A375_24H:BRD-K61033289-001-01-2:10","A375","BRD-K61033289_10 uM_24 h"
"819","CPC008_A375_6H:D03","A375","BRD-K28040935_10 uM_6 h"
"820","CPC006_HT29_24H:BRD-K61662457-001-02-2:20","HT29","CAY-10594_20 uM_24 h"
"821","CPC008_HT29_6H:BRD-K89563433-001-04-5:10","HT29","BRD-K89563433_10 uM_6 h"
"822","CPC006_A375_6H:M08","A375","PIK-75_0.08 uM_6 h"
"823","CPC019_A375_6H:BRD-K63979920-001-01-9:10","A375","BRD-K63979920_10 uM_6 h"
"824","CPC013_HT29_6H:A15","HT29","YM-155_10 uM_6 h"
"825","CPC016_HT29_6H:BRD-K38477985-001-01-8:10","HT29","malonoben_10 uM_6 h"
"826","CPC018_HT29_6H:BRD-K72816382-001-01-3:10","HT29","cinalukast_10 uM_6 h"
"827","CPC004_A375_6H:BRD-A48237631-001-03-0:10","A375","mitomycin-c_10 uM_6 h"
"828","CPC008_A375_6H:A06","A375","TL-HRAS-24_10 uM_6 h"
"829","CPC005_HT29_24H:BRD-K17894950-001-03-6:10","HT29","indirubin_10 uM_24 h"
"830","CPC018_A375_6H:BRD-K46419649-001-01-8:10","A375","U-0126_10 uM_6 h"
"831","CPC019_A375_6H:BRD-K45735142-001-01-0:10","A375","BRD-K45735142_10 uM_6 h"
"832","CPC010_HT29_6H:BRD-K65955264-005-03-8:10","HT29","BRD-K65955264_10 uM_6 h"
