,sig_id,conditionId,cell_iname
4212,CPC001_HCC515_24H:BRD-K71731651-001-01-9:10,PNU-120596_10 uM_24 h,HCC515
4213,CPC013_HCC515_6H:BRD-K83336168-001-01-9:10,MD-040_10 uM_6 h,HCC515
4214,CPC019_HCC515_6H:BRD-K14868367-001-01-4:10,SA-97259_10 uM_6 h,HCC515
4215,CPC006_PC3_6H:BRD-K60623809-001-02-0:10,SU-11652_10 uM_6 h,PC3
4216,CPC020_MCF7_6H:BRD-K79390395-001-07-4:10,BRD-K79390395_10 uM_6 h,MCF7
4217,CPC020_MCF7_6H:BRD-K16533489-001-01-5:10,I-606051_10 uM_6 h,MCF7
4218,CPC004_MCF7_6H:BRD-A25687296-300-03-5:10,emetine_10 uM_6 h,MCF7
4219,CPC010_PC3_6H:BRD-K28916077-001-04-0:10,BRD-K28916077_10 uM_6 h,PC3
4220,CPC006_HA1E_6H:BRD-K73261812-001-01-1:10,BRD-K73261812_10 uM_6 h,HA1E
4221,CPC008_PC3_24H:BRD-K43992206-001-01-2:10,VU-0413243-1_10 uM_24 h,PC3
4222,CPC020_VCAP_6H:BRD-K03406345-001-11-2:10,azacitidine_10 uM_6 h,VCAP
4223,CPC006_PC3_24H:H19,quinoclamine_12 uM_24 h,PC3
4224,CPC010_PC3_24H:BRD-A86990971-001-04-3:10,KUC103424N_10 uM_24 h,PC3
4225,CPC012_VCAP_6H:BRD-K22828860-001-01-0:10,BRD-K22828860_10 uM_6 h,VCAP
4226,CPC014_MCF7_6H:L17,H-9_10 uM_6 h,MCF7
4227,CPC020_VCAP_24H:BRD-K87779281-001-01-8:10,BRD-K87779281_10 uM_24 h,VCAP
4228,CPC020_VCAP_24H:BRD-K83153774-001-07-1:10,mirtazapine_10 uM_24 h,VCAP
4229,CPC005_PC3_6H:BRD-A77824596-001-03-2:10,fluocinolone-acetonide_10 uM_6 h,PC3
4230,CPC017_NPC_24H:BRD-A20968261-001-01-3:10,WAY-213613_10 uM_24 h,NPC
4231,CPC016_MCF7_6H:BRD-K89225759-001-02-1:10,cuneatin_10 uM_6 h,MCF7
4232,CPC002_HA1E_24H:BRD-K20714604-003-01-1:10,RS-56812_10 uM_24 h,HA1E
4233,CPC004_HA1E_24H:BRD-K36055864-001-09-3:10,cycloheximide_10 uM_24 h,HA1E
4234,CPC007_HA1E_24H:BRD-K51608872-001-15-6:10,BRD-K51608872_10 uM_24 h,HA1E
4235,CPC013_MCF7_6H:BRD-K29733039-001-01-1:10,deforolimus_10 uM_6 h,MCF7
4236,CPC014_HA1E_6H:BRD-K98684188-001-01-1:10,GSK-0660_10 uM_6 h,HA1E
4237,CPC020_HA1E_6H:BRD-K94353609-001-15-8:10,fluocinolone_10 uM_6 h,HA1E
4238,CPC001_HCC515_24H:BRD-K13642330-001-02-6:10,cosmosiin_10 uM_24 h,HCC515
4239,CPC001_HCC515_24H:BRD-K64044582-001-02-8:10,linoleamide_10 uM_24 h,HCC515
4240,CPC014_HCC515_6H:BRD-A80960055-001-01-7:10,celastrol_10 uM_6 h,HCC515
4241,CPC006_PC3_6H:BRD-K61829047-001-01-6:10,7b-cis_10 uM_6 h,PC3
4242,CPC006_VCAP_6H:BRD-K61662457-001-02-2:20,CAY-10594_20 uM_6 h,VCAP
4243,CPC013_MCF7_6H:BRD-K25504083-001-03-1:10,cytochalasin-d_10 uM_6 h,MCF7
4244,CPC005_PC3_24H:BRD-K13725475-001-02-4:10,rhodomyrtoxin_10 uM_24 h,PC3
4245,CPC002_PC3_24H:BRD-K86727142-001-06-6:10,embelin_10 uM_24 h,PC3
4246,CPC002_PC3_24H:BRD-K37312348-001-06-9:10,kenpaullone_10 uM_24 h,PC3
4247,CPC013_MCF7_24H:BRD-K10817986-001-01-6:10,KM-01366_10 uM_24 h,MCF7
4248,CPC013_MCF7_24H:BRD-K66763349-001-01-7:10,STOCK1S-03920_10 uM_24 h,MCF7
4249,CPC013_MCF7_24H:BRD-K87426499-001-02-2:10,BRD-K87426499_10 uM_24 h,MCF7
4250,CPC019_VCAP_24H:BRD-K55827386-001-01-7:10,BRD-K55827386_10 uM_24 h,VCAP
4251,CPC012_PC3_24H:BRD-K61776140-001-01-5:10,BRD-K61776140_10 uM_24 h,PC3
4252,CPC006_HCC515_24H:H16,ZM-336372_100 uM_24 h,HCC515
4253,CPC007_HA1E_6H:BRD-A93942655-001-02-2:10,BRD-A93942655_10 uM_6 h,HA1E
4254,CPC001_HA1E_24H:BRD-A06276885-003-01-1:10,BRD-A06276885_10 uM_24 h,HA1E
4255,CPC007_HA1E_24H:BRD-K48974000-001-06-2:10,BRD-K48974000_10 uM_24 h,HA1E
4256,CPC010_HEPG2_6H:BRD-K23217072-001-02-7:10,BRD-K23217072_10 uM_6 h,HEPG2
4257,CPC010_HEPG2_6H:BRD-K34968258-001-07-7:10,BRD-K34968258_10 uM_6 h,HEPG2
4258,CPC008_HEPG2_6H:BRD-K49712247-001-04-3:10,BRD-K49712247_10 uM_6 h,HEPG2
4259,CPC009_MCF7_6H:BRD-K42489623-001-06-4:10,BRD-K42489623_10 uM_6 h,MCF7
4260,CPC017_HEPG2_6H:BRD-A36151937-001-01-2:10,genistein_10 uM_6 h,HEPG2
4261,CPC006_PC3_6H:BRD-K68548958-001-01-2:20,C-646_20 uM_6 h,PC3
4262,CPC012_ASC_24H:BRD-K72615639-001-01-0:10,BRD-K72615639_10 uM_24 h,ASC
4263,CPC004_VCAP_6H:BRD-A97104540-004-08-5:10,fenoterol_10 uM_6 h,VCAP
4264,CPC004_VCAP_6H:BRD-K52397688-001-01-9:10,amperozide_10 uM_6 h,VCAP
4265,CPC006_HA1E_6H:BRD-A58955223-001-01-2:10,sulforaphane_10 uM_6 h,HA1E
4266,CPC012_VCAP_24H:BRD-M07438658-001-01-1:10,lapatinib_10 uM_24 h,VCAP
4267,CPC019_VCAP_24H:BRD-K61105081-001-01-8:10,BRD-K61105081_10 uM_24 h,VCAP
4268,CPC005_A549_24H:BRD-K95655893-001-01-0:10,MAZ-51_10 uM_24 h,A549
4269,CPC013_HEPG2_6H:BRD-K83643280-001-01-1:10,BG-FA-0953_10 uM_6 h,HEPG2
4270,CPC003_HCC515_6H:BRD-K08438429-001-01-0:10,BRD-K08438429_10 uM_6 h,HCC515
4271,CPC003_HCC515_6H:BRD-K71059170-001-02-5:10,cefixime_10 uM_6 h,HCC515
4272,CPC006_HCC515_6H:C04,AZD-8055_10 uM_6 h,HCC515
4273,CPC010_HCC515_6H:BRD-A82976242-001-02-3:10,BRD-A82976242_10 uM_6 h,HCC515
4274,CPC012_HA1E_6H:BRD-K27170250-001-01-0:10,BRD-K27170250_10 uM_6 h,HA1E
4275,CPC012_HA1E_6H:BRD-K35483542-001-03-1:10,alitretinoin_10 uM_6 h,HA1E
4276,CPC009_HEPG2_6H:BRD-K30649484-015-07-3:10,mafenide_10 uM_6 h,HEPG2
4277,CPC013_HCC515_6H:BRD-K18163752-001-01-9:10,BRD-K18163752_10 uM_6 h,HCC515
4278,CPC019_PC3_6H:BRD-K23282736-001-01-1:10,BRD-K23282736_10 uM_6 h,PC3
4279,CPC006_VCAP_6H:BRD-K30677119-001-01-0:11.1,PP-30_12 uM_6 h,VCAP
4280,CPC006_VCAP_6H:BRD-K68336408-001-04-2:56.78,BRD-K68336408_60 uM_6 h,VCAP
4281,CPC016_MCF7_24H:BRD-K47598052-001-06-7:10,PP-1_10 uM_24 h,MCF7
4282,CPC018_MCF7_24H:BRD-A61793559-001-08-1:10,metolazone_10 uM_24 h,MCF7
4283,CPC006_MCF7_6H:BRD-A85860691-001-02-2:0.08,chaetocin_0.08 uM_6 h,MCF7
4284,CPC006_PC3_24H:F12,GW-405833_40 uM_24 h,PC3
4285,CPC011_VCAP_24H:BRD-K18523449-001-02-1:10,mestanolone_10 uM_24 h,VCAP
4286,CPC011_VCAP_24H:BRD-K33425534-001-06-7:10,exemestane_10 uM_24 h,VCAP
4287,CPC013_MCF7_24H:BRD-K57019930-001-01-0:10,BRD-K57019930_10 uM_24 h,MCF7
4288,CPC020_MCF7_24H:BRD-K06009608-001-01-4:10,BRD-K06009608_10 uM_24 h,MCF7
4289,CPC014_NPC_24H:BRD-K13514097-001-01-2:10,everolimus_10 uM_24 h,NPC
4290,CPC016_SKB_24H:BRD-K10042277-001-04-3:10,desmethylclozapine_10 uM_24 h,SKB
4291,CPC013_HEPG2_6H:BRD-K25884242-001-01-9:10,BRD-K25884242_10 uM_6 h,HEPG2
4292,CPC006_HCC515_6H:M13,BRD-K28296557_10 uM_6 h,HCC515
4293,CPC010_HCC515_6H:BRD-K10860596-003-06-3:10,granisetron_10 uM_6 h,HCC515
4294,CPC001_HCC515_24H:BRD-A68891053-001-01-2:10,BW-B70C_10 uM_24 h,HCC515
4295,CPC006_VCAP_6H:BRD-K67566344-001-01-8:10,KU-0063794_10 uM_6 h,VCAP
4296,CPC017_NPC_24H:BRD-K52850071-001-01-2:10,WHI-P154_10 uM_24 h,NPC
4297,CPC004_MCF7_6H:BRD-K35960502-001-10-1:10,niclosamide_10 uM_6 h,MCF7
4298,CPC012_MCF7_24H:BRD-K69496360-001-01-5:10,BRD-K69496360_10 uM_24 h,MCF7
4299,CPC009_VCAP_24H:BRD-K05673000-236-10-5:10,dicloxacillin_10 uM_24 h,VCAP
4300,CPC006_PC3_24H:O24,KO-143_40 uM_24 h,PC3
4301,CPC011_VCAP_24H:BRD-K54316499-045-07-0:10,tolterodine_10 uM_24 h,VCAP
4302,CPC015_MCF7_24H:BRD-A27554692-001-01-3:10,altrenogest_10 uM_24 h,MCF7
4303,CPC006_HCC515_24H:G06,KU-0063794_10 uM_24 h,HCC515
4304,CPC006_HCC515_24H:N07,emetine_0.66 uM_24 h,HCC515
4305,CPC016_SKB_24H:BRD-K97158071-001-08-2:10,droperidol_10 uM_24 h,SKB
4306,CPC017_MCF7_6H:BRD-K82823804-001-01-7:10,PD-407824_10 uM_6 h,MCF7
4307,CPC008_HEPG2_6H:BRD-A63949900-019-01-0:10,BRD-A63949900_10 uM_6 h,HEPG2
4308,CPC008_A549_6H:BRD-K02216544-001-01-6:10,BRD-K02216544_10 uM_6 h,A549
4309,CPC012_HA1E_6H:BRD-K47709646-001-01-4:10,BRD-K47709646_10 uM_6 h,HA1E
4310,CPC014_HA1E_6H:BRD-A77467113-001-01-8:10,EMF-sumo1-11_10 uM_6 h,HA1E
4311,CPC001_HCC515_24H:BRD-K92138166-001-01-0:10,mammea-a_10 uM_24 h,HCC515
4312,CPC001_HCC515_24H:BRD-K17896185-001-01-2:10,FIT_10 uM_24 h,HCC515
4313,CPC014_HEPG2_6H:BRD-U29336476-000-01-3:10,BRD-U29336476_10 uM_6 h,HEPG2
4314,CPC006_VCAP_6H:BRD-K03618428-001-01-3:22.2,PP-110_20 uM_6 h,VCAP
4315,CPC012_ASC_24H:BRD-K16051505-001-01-8:10,BRD-K16051505_10 uM_24 h,ASC
4316,CPC001_PC3_6H:BRD-K14200658-001-02-6:10,syrosingopine_10 uM_6 h,PC3
4317,CPC019_PC3_6H:BRD-K86027709-001-01-7:10,BRD-K86027709_10 uM_6 h,PC3
4318,CPC004_PC3_24H:BRD-K82561139-001-05-0:10,ricinine_10 uM_24 h,PC3
4319,CPC020_VCAP_6H:BRD-K06750613-001-01-6:10,GSK-1059615_10 uM_6 h,VCAP
4320,CPC003_VCAP_6H:BRD-K72895815-001-01-4:10,SSR-69071_10 uM_6 h,VCAP
4321,CPC006_PC3_24H:G15,BRD-K26664453_10 uM_24 h,PC3
4322,CPC010_PC3_24H:BRD-K85853281-001-03-9:10,BRD-K85853281_10 uM_24 h,PC3
4323,CPC007_MCF7_24H:BRD-K51745483-001-04-1:10,BRD-K51745483_10 uM_24 h,MCF7
4324,CPC011_VCAP_24H:BRD-A42423104-011-04-7:10,benproperine_10 uM_24 h,VCAP
4325,CPC014_VCAP_24H:BRD-K25311561-001-02-4:10,KU-55933_10 uM_24 h,VCAP
4326,CPC009_HA1E_6H:BRD-K65242613-001-04-6:10,BRD-K65242613_10 uM_6 h,HA1E
4327,CPC002_VCAP_24H:BRD-A92651262-003-03-9:10,nalbuphine_10 uM_24 h,VCAP
4328,CPC005_A549_24H:BRD-A78360835-001-01-1:10,cercosporin_10 uM_24 h,A549
4329,CPC008_HEPG2_6H:BRD-K71382703-001-01-9:10,BRD-K71382703_10 uM_6 h,HEPG2
4330,CPC010_HCC515_6H:BRD-K43131268-001-06-1:10,BRD-K43131268_10 uM_6 h,HCC515
4331,CPC017_A549_6H:BRD-K60060639-005-01-4:10,methyllidocaine_10 uM_6 h,A549
4332,CPC014_HEPG2_6H:BRD-K50140147-001-02-8:10,NVP-TAE684_10 uM_6 h,HEPG2
4333,CPC006_VCAP_6H:BRD-K11853856-003-01-3:10,PJ-34_10 uM_6 h,VCAP
4334,CPC013_ASC_24H:BRD-K80786583-001-01-5:10,BRD-K80786583_10 uM_24 h,ASC
4335,CPC010_MCF7_24H:BRD-K74980345-019-03-9:10,BRD-K74980345_10 uM_24 h,MCF7
4336,CPC009_VCAP_24H:BRD-K01834163-001-04-1:10,BRD-K01834163_10 uM_24 h,VCAP
4337,CPC013_PC3_6H:BRD-K95760042-001-01-8:10,BRD-K95760042_10 uM_6 h,PC3
4338,CPC006_PC3_24H:M07,niguldipine_10 uM_24 h,PC3
4339,CPC011_VCAP_24H:BRD-K60038276-001-05-8:10,irbesartan_10 uM_24 h,VCAP
4340,CPC014_ASC_24H:BRD-K23192422-001-01-1:10,lestaurtinib_10 uM_24 h,ASC
4341,CPC002_HA1E_24H:BRD-K45479396-103-01-2:10,BP-554_10 uM_24 h,HA1E
4342,CPC002_VCAP_24H:BRD-A51393488-003-01-9:10,noscapine_10 uM_24 h,VCAP
4343,CPC002_VCAP_24H:BRD-K46441700-300-01-4:10,GR-55562_10 uM_24 h,VCAP
4344,CPC006_A549_24H:BRD-K64642496-001-01-6:40,KO-143_40 uM_24 h,A549
4345,CPC010_HEPG2_6H:BRD-A61825514-001-06-9:10,BRD-A61825514_10 uM_6 h,HEPG2
4346,CPC009_MCF7_6H:BRD-K95138506-019-01-8:10,BRD-K95138506_10 uM_6 h,MCF7
4347,CPC013_HEPG2_6H:BRD-K58547240-001-01-4:10,BRD-K58547240_10 uM_6 h,HEPG2
4348,CPC003_HCC515_6H:BRD-K13169950-001-04-5:10,NSC-3852_10 uM_6 h,HCC515
4349,CPC020_HA1E_6H:BRD-K79390395-001-07-4:10,BRD-K79390395_10 uM_6 h,HA1E
4350,CPC002_HCC515_24H:BRD-K35559145-050-03-6:10,levomepromazine_10 uM_24 h,HCC515
4351,CPC003_HCC515_24H:BRD-K22503835-001-06-0:10,scriptaid_10 uM_24 h,HCC515
4352,CPC004_HCC515_24H:BRD-K60038276-001-03-3:10,irbesartan_10 uM_24 h,HCC515
4353,CPC005_PC3_6H:BRD-A76941896-003-02-0:10,doxorubicin_10 uM_6 h,PC3
4354,CPC002_PC3_6H:BRD-K36258877-001-01-5:10,AZ-10417808_10 uM_6 h,PC3
4355,CPC010_PC3_6H:BRD-K04412738-003-05-2:10,tramadol_10 uM_6 h,PC3
4356,CPC011_VCAP_24H:BRD-K28849549-001-09-2:10,mesalazine_10 uM_24 h,VCAP
4357,CPC002_HA1E_24H:BRD-K88677950-001-01-3:10,PD-198306_10 uM_24 h,HA1E
4358,CPC004_HCC515_6H:BRD-K85603128-001-02-7:10,resorcinol_10 uM_6 h,HCC515
4359,CPC001_HCC515_24H:BRD-K05737787-001-02-2:10,isoeugenol_10 uM_24 h,HCC515
4360,CPC017_HEPG2_6H:BRD-K26015241-001-01-0:10,ODQ_10 uM_6 h,HEPG2
4361,CPC017_HEPG2_6H:BRD-K82823804-001-01-7:10,PD-407824_10 uM_6 h,HEPG2
4362,CPC019_HCC515_6H:BRD-K71138616-001-01-1:10,BRD-K71138616_10 uM_6 h,HCC515
4363,CPC012_ASC_24H:BRD-A76490030-001-06-0:10,K784-3131_10 uM_24 h,ASC
4364,CPC015_NPC_24H:BRD-A23683907-334-01-0:10,NAS-181_10 uM_24 h,NPC
4365,CPC017_NPC_24H:BRD-A10188456-001-03-1:10,dexamethasone_10 uM_24 h,NPC
4366,CPC020_MCF7_6H:BRD-K06666320-001-06-7:10,MW-STK33-23_10 uM_6 h,MCF7
4367,CPC013_PC3_6H:BRD-K41925105-001-01-6:10,BRD-K41925105_10 uM_6 h,PC3
4368,CPC006_MCF7_6H:BRD-K61662457-001-02-2:20,CAY-10594_20 uM_6 h,MCF7
4369,CPC014_MCF7_6H:F02,BCI-hydrochloride_10 uM_6 h,MCF7
4370,CPC011_VCAP_24H:BRD-A34817987-001-24-1:10,itraconazole_10 uM_24 h,VCAP
4371,CPC005_VCAP_24H:BRD-K20995441-001-01-7:10,U-54494A_10 uM_24 h,VCAP
4372,DOS006_VCAP_24H:BRD-K41005527-001-01-7:5.1,BRD-K41005527_4 uM_24 h,VCAP
4373,DOS014_VCAP_24H:BRD-K40064462-001-01-2:5.01,BRD-K40064462_4 uM_24 h,VCAP
4374,DOS022_VCAP_24H:BRD-K47977047-001-01-2:4.97,BRD-K47977047_4 uM_24 h,VCAP
4375,DOS003_VCAP_24H:BRD-K27728416-001-01-6:5.04,BRD-K27728416_4 uM_24 h,VCAP
4376,DOS011_VCAP_24H:BRD-K38517635-001-01-5:5.18,BRD-K38517635_4 uM_24 h,VCAP
4377,DOS013_VCAP_6H:BRD-K53619921-001-01-2:5.01,BRD-K53619921_4 uM_6 h,VCAP
4378,DOS012_VCAP_24H:BRD-K47036878-001-01-1:4.98,BRD-K47036878_4 uM_24 h,VCAP
4379,DOS014_VCAP_24H:BRD-K07382790-001-01-2:5.03,BRD-K07382790_4 uM_24 h,VCAP
4380,DOS020_VCAP_24H:BRD-K68796015-001-01-8:5,BRD-K68796015_4 uM_24 h,VCAP
4381,DOS006_VCAP_24H:BRD-K09069264-001-01-0:5.1,BRD-K09069264_4 uM_24 h,VCAP
4382,DOS016_VCAP_24H:BRD-K61979066-001-01-5:4.97,BRD-K61979066_4 uM_24 h,VCAP
4383,DOS028_VCAP_24H:BRD-M41154708-001-01-2:5.01,BRD-M41154708_4 uM_24 h,VCAP
4384,DOS011_VCAP_24H:BRD-K85536714-001-01-1:5.1,BRD-K85536714_4 uM_24 h,VCAP
4385,DOS013_VCAP_24H:BRD-K31812348-001-01-5:4.62,BRD-K31812348_4 uM_24 h,VCAP
4386,DOS022_VCAP_24H:BRD-K19914944-001-01-3:4.95,BRD-K19914944_4 uM_24 h,VCAP
4387,DOS001_VCAP_24H:BRD-K29423519-001-01-8:4.69,BRD-K29423519_4 uM_24 h,VCAP
4388,DOS010_VCAP_24H:BRD-K94766424-001-01-4:5.08,BRD-K94766424_4 uM_24 h,VCAP
4389,DOS011_VCAP_24H:BRD-K10325955-001-01-7:5.06,BRD-K10325955_4 uM_24 h,VCAP
4390,DOS015_VCAP_24H:BRD-K70689011-001-01-5:5.02,BRD-K70689011_4 uM_24 h,VCAP
4391,DOS029_VCAP_24H:BRD-K23370299-001-01-3:5.25,BRD-K23370299_4 uM_24 h,VCAP
4392,DOS016_VCAP_6H:BRD-K42960120-001-01-3:5.01,BRD-K42960120_4 uM_6 h,VCAP
4393,DOS026_VCAP_24H:BRD-K32345392-001-01-0:4.98,BRD-K32345392_4 uM_24 h,VCAP
4394,DOS030_VCAP_24H:BRD-K50277523-001-01-4:4.98,BRD-K50277523_4 uM_24 h,VCAP
4395,DOS002_VCAP_24H:BRD-K77545824-001-01-9:5.04,SA-243276_4 uM_24 h,VCAP
4396,DOS003_VCAP_24H:BRD-K66110520-001-01-2:5.03,BRD-K66110520_4 uM_24 h,VCAP
4397,DOS006_VCAP_24H:BRD-K40099330-001-01-8:5.06,BRD-K40099330_4 uM_24 h,VCAP
4398,DOS005_VCAP_24H:BRD-K27503016-001-01-7:5.04,BRD-K27503016_4 uM_24 h,VCAP
4399,DOS028_VCAP_24H:BRD-K52918979-001-01-0:4.98,BRD-K52918979_4 uM_24 h,VCAP
4400,DOS001_VCAP_24H:BRD-K17238328-001-01-5:4.95,BRD-K17238328_4 uM_24 h,VCAP
4401,DOS014_VCAP_24H:BRD-K13779607-001-01-4:5.03,BRD-K13779607_4 uM_24 h,VCAP
4402,DOS029_VCAP_24H:BRD-K42454450-001-01-7:5,BRD-K42454450_4 uM_24 h,VCAP
4403,DOS011_VCAP_24H:BRD-K38717348-001-01-9:5.05,BRD-K38717348_4 uM_24 h,VCAP
4404,DOS029_VCAP_24H:BRD-K16930636-001-01-5:5.05,BRD-K16930636_4 uM_24 h,VCAP
4405,DOS018_VCAP_24H:BRD-K57072576-001-01-8:5.07,BRD-K57072576_4 uM_24 h,VCAP
4406,DOS026_VCAP_24H:BRD-K65657366-001-01-0:5.02,BRD-K65657366_4 uM_24 h,VCAP
4407,DOS002_VCAP_24H:BRD-K90143908-001-01-5:5.07,BRD-K90143908_4 uM_24 h,VCAP
4408,DOS025_VCAP_24H:BRD-K22080587-001-01-0:5.02,BRD-K22080587_4 uM_24 h,VCAP
4409,DOS025_VCAP_6H:BRD-K24621485-001-01-2:5.03,SA-1459020_4 uM_6 h,VCAP
4410,DOS030_VCAP_6H:BRD-K30940328-001-02-7:5,BRD-K30940328_4 uM_6 h,VCAP
4411,DOS002_VCAP_24H:BRD-K86312065-001-01-1:4.9,BRD-K86312065_4 uM_24 h,VCAP
4412,DOS018_VCAP_24H:BRD-K06127304-001-01-1:4.99,BRD-K06127304_4 uM_24 h,VCAP
4413,DOS026_VCAP_24H:BRD-K01383339-001-01-4:5.03,BRD-K01383339_4 uM_24 h,VCAP
4414,DOS028_VCAP_24H:BRD-K46120075-001-01-5:5.01,BRD-K46120075_4 uM_24 h,VCAP
4415,DOS029_VCAP_24H:BRD-K69747917-001-01-9:5.01,BRD-K69747917_4 uM_24 h,VCAP
4416,DOS014_VCAP_24H:BRD-K44229115-001-01-8:5.02,BRD-K44229115_4 uM_24 h,VCAP
4417,DOS005_VCAP_24H:BRD-K69429207-001-01-3:5.05,BRD-K69429207_4 uM_24 h,VCAP
4418,DOS029_VCAP_24H:BRD-K59472400-001-01-0:5.01,BRD-K59472400_4 uM_24 h,VCAP
4419,DOS029_VCAP_24H:BRD-K14502067-001-01-2:5.01,BRD-K14502067_4 uM_24 h,VCAP
4420,DOS029_VCAP_24H:BRD-K03245321-001-01-3:5.04,BRD-K03245321_4 uM_24 h,VCAP
4421,DOS030_VCAP_24H:BRD-K08061170-001-01-1:5.01,BRD-K08061170_4 uM_24 h,VCAP
4422,DOS006_VCAP_6H:BRD-K09300252-001-02-1:5.01,BRD-K09300252_4 uM_6 h,VCAP
4423,DOS010_VCAP_6H:BRD-K89833114-001-01-4:5.05,BRD-K89833114_4 uM_6 h,VCAP
4424,DOS010_VCAP_24H:BRD-K37777176-001-01-1:5.04,BRD-K37777176_4 uM_24 h,VCAP
4425,DOS018_VCAP_24H:BRD-K31703908-001-01-8:5.01,BRD-K31703908_4 uM_24 h,VCAP
4426,DOS022_VCAP_24H:BRD-K02952507-004-02-3:5.02,BRD-K02952507_4 uM_24 h,VCAP
4427,DOS028_VCAP_24H:BRD-K74043769-001-01-5:5.03,BRD-K74043769_4 uM_24 h,VCAP
4428,DOS006_VCAP_24H:BRD-K77517292-001-02-9:5.02,BRD-K77517292_4 uM_24 h,VCAP
4429,DOS009_VCAP_24H:BRD-K84651951-001-01-1:4.98,BRD-K84651951_4 uM_24 h,VCAP
4430,DOS013_VCAP_24H:BRD-K21528100-001-01-7:4.96,BRD-K21528100_4 uM_24 h,VCAP
4431,DOS026_VCAP_24H:BRD-K86162390-001-01-6:5.02,BRD-K86162390_4 uM_24 h,VCAP
4432,DOS003_VCAP_24H:BRD-K79932545-001-01-5:5.03,BRD-K79932545_4 uM_24 h,VCAP
4433,DOS023_VCAP_6H:BRD-K97614198-001-01-7:4.95,BRD-K97614198_4 uM_6 h,VCAP
4434,DOS002_VCAP_24H:BRD-K44302407-001-01-0:5.02,BRD-K44302407_4 uM_24 h,VCAP
4435,DOS003_VCAP_24H:BRD-K66149578-001-01-1:5.02,BRD-K66149578_4 uM_24 h,VCAP
4436,DOS010_VCAP_24H:BRD-K72360839-001-01-1:4.99,BRD-K72360839_4 uM_24 h,VCAP
4437,DOS029_VCAP_24H:BRD-K93406156-001-01-2:5,BRD-K93406156_4 uM_24 h,VCAP
4438,DOS025_VCAP_6H:BRD-K61260096-001-01-4:4.97,BRD-K61260096_4 uM_6 h,VCAP
4439,DOS009_VCAP_6H:BRD-K51052187-001-01-7:5.08,BRD-K51052187_4 uM_6 h,VCAP
4440,DOS024_VCAP_24H:BRD-K14415573-001-01-4:4.93,BRD-K14415573_4 uM_24 h,VCAP
4441,DOS010_VCAP_6H:BRD-K13648511-001-01-6:5.02,BRD-K13648511_4 uM_6 h,VCAP
4442,DOS004_VCAP_24H:BRD-K58775116-001-01-2:5.02,BRD-K58775116_4 uM_24 h,VCAP
4443,DOS013_VCAP_24H:BRD-K30620974-001-01-4:4.98,BRD-K30620974_4 uM_24 h,VCAP
4444,DOS028_VCAP_24H:BRD-K03515977-001-01-6:5.07,BRD-K03515977_4 uM_24 h,VCAP
4445,DOS010_VCAP_6H:BRD-K18321170-001-01-7:4.97,BRD-K18321170_4 uM_6 h,VCAP
4446,DOS016_VCAP_24H:BRD-K06532738-001-01-8:5,BRD-K06532738_4 uM_24 h,VCAP
4447,DOS020_VCAP_24H:BRD-K59015387-001-01-4:5.02,BRD-K59015387_4 uM_24 h,VCAP
4448,DOS022_VCAP_6H:BRD-K14023438-001-01-1:4.96,BRD-K14023438_4 uM_6 h,VCAP
4449,DOS003_VCAP_24H:BRD-K64217340-001-01-5:4.99,BRD-K64217340_4 uM_24 h,VCAP
4450,DOS015_VCAP_24H:BRD-K31462841-001-01-1:5.01,BRD-K31462841_4 uM_24 h,VCAP
4451,DOS013_VCAP_24H:BRD-K23688566-001-01-4:5.04,BRD-K23688566_4 uM_24 h,VCAP
4452,DOS006_VCAP_6H:BRD-K19845538-001-02-9:5,BRD-K19845538_4 uM_6 h,VCAP
4453,DOS002_VCAP_24H:BRD-K81218586-001-01-5:5.04,BRD-K81218586_4 uM_24 h,VCAP
4454,DOS020_VCAP_24H:BRD-K32310489-001-01-8:4.88,BRD-K32310489_4 uM_24 h,VCAP
4455,DOS024_VCAP_24H:BRD-K05025838-001-01-3:4.93,BRD-K05025838_4 uM_24 h,VCAP
4456,DOS029_VCAP_24H:BRD-K03707297-001-01-2:4.8,BRD-K03707297_4 uM_24 h,VCAP
4457,DOS002_VCAP_24H:BRD-K68657207-001-01-0:5.13,BRD-K68657207_4 uM_24 h,VCAP
4458,DOS008_VCAP_24H:BRD-K87524836-001-01-8:5.02,BRD-K87524836_4 uM_24 h,VCAP
4459,DOS013_VCAP_24H:BRD-K69498175-001-01-6:5.05,BRD-K69498175_4 uM_24 h,VCAP
4460,DOS024_VCAP_24H:BRD-K32755775-001-01-7:5.02,BRD-K32755775_4 uM_24 h,VCAP
4461,DOS014_VCAP_24H:BRD-K00695053-001-01-6:4.96,BRD-K00695053_4 uM_24 h,VCAP
4462,DOS028_VCAP_24H:BRD-K57228329-001-01-6:5,BRD-K57228329_4 uM_24 h,VCAP
4463,DOS003_VCAP_24H:BRD-K49313348-001-01-4:4.93,BRD-K49313348_4 uM_24 h,VCAP
4464,DOS011_VCAP_24H:BRD-K97277752-001-01-1:5,BRD-K97277752_4 uM_24 h,VCAP
4465,DOS016_VCAP_24H:BRD-K24077273-001-01-3:4.99,BRD-K24077273_4 uM_24 h,VCAP
4466,DOS017_VCAP_24H:BRD-K32782699-001-01-4:4.95,BRD-K32782699_4 uM_24 h,VCAP
