,sig_id,conditionId,cell_iname
555,CPC010_PC3_6H:BRD-K53932786-001-08-8:10,BRD-K53932786_10 uM_6 h,PC3
556,CPC011_VCAP_24H:BRD-K92723993-066-13-6:10,imatinib_10 uM_24 h,VCAP
557,CPC001_HA1E_24H:BRD-A44551378-001-01-9:10,LFM-A12_10 uM_24 h,HA1E
558,CPC006_HCC515_24H:E24,BRD-K67778494_10 uM_24 h,HCC515
559,CPC019_MCF7_24H:BRD-K76691125-001-01-8:10,BRD-K76691125_10 uM_24 h,MCF7
560,CPC017_ASC_24H:BRD-K24132293-001-13-7:10,piperlongumine_10 uM_24 h,ASC
561,CPC005_MCF7_6H:O09,manumycin-a_10 uM_6 h,MCF7
562,CPC016_MCF7_6H:BRD-K91370081-001-10-3:10,anisomycin_10 uM_6 h,MCF7
563,CPC008_HEPG2_6H:BRD-K89093471-001-03-8:10,VU-0418934-2_10 uM_6 h,HEPG2
564,CPC003_HCC515_24H:BRD-K72895815-001-01-4:10,SSR-69071_10 uM_24 h,HCC515
565,CPC004_HCC515_24H:BRD-K72726508-001-01-3:10,arcyriaflavin-a_10 uM_24 h,HCC515
566,CPC017_A549_6H:BRD-K14200658-001-02-6:10,syrosingopine_10 uM_6 h,A549
567,CPC002_HCC515_24H:BRD-K51918615-303-01-1:10,iodophenpropit_10 uM_24 h,HCC515
568,CPC006_HA1E_6H:BRD-K51575138-001-01-7:10,TPCA-1_10 uM_6 h,HA1E
569,CPC008_PC3_24H:BRD-K03816923-001-07-0:10,rottlerin_10 uM_24 h,PC3
570,CPC008_VCAP_24H:BRD-A01999384-001-04-7:10,BRD-A01999384_10 uM_24 h,VCAP
571,CPC016_MCF7_6H:BRD-K36007650-300-02-3:10,puromycin_10 uM_6 h,MCF7
572,CPC001_HA1E_24H:BRD-K23478508-001-03-7:10,digoxin_10 uM_24 h,HA1E
573,CPC014_HA1E_6H:BRD-K05396879-001-05-9:10,BRD-K05396879_10 uM_6 h,HA1E
574,CPC017_ASC_24H:BRD-K68246049-001-01-4:10,TTNPB_10 uM_24 h,ASC
575,CPC007_VCAP_6H:E17,BRD-K92419424_10 uM_6 h,VCAP
576,CPC013_PC3_6H:BRD-K28120222-001-05-0:10,BRD-K28120222_10 uM_6 h,PC3
577,CPC020_HA1E_6H:BRD-A04308630-001-01-6:10,genipin_10 uM_6 h,HA1E
578,CPC008_PC3_24H:BRD-K77856555-001-03-1:10,KU-C103874_10 uM_24 h,PC3
579,CPC006_MCF7_6H:BRD-K52075040-001-03-0:44.4,cerulenin_40 uM_6 h,MCF7
580,CPC017_MCF7_24H:BRD-K17743697-066-02-8:10,KB-R7943_10 uM_24 h,MCF7
581,CPC009_HCC515_6H:BRD-K69695287-001-01-2:10,BRD-K69695287_10 uM_6 h,HCC515
582,CPC013_A549_24H:BRD-K71823332-001-01-1:10,epothilone-a_10 uM_24 h,A549
583,CPC010_MCF7_24H:BRD-K44652183-001-06-7:10,BRD-K44652183_10 uM_24 h,MCF7
584,CPC006_PC3_24H:O01,L-690488_10 uM_24 h,PC3
585,CPC014_ASC_24H:BRD-A52193669-001-01-7:10,withaferin-a_10 uM_24 h,ASC
586,CPC016_ASC_24H:BRD-K84709232-001-02-6:10,caffeic-acid_10 uM_24 h,ASC
587,CPC017_A549_6H:BRD-A59943784-001-01-8:10,fluticasone_10 uM_6 h,A549
588,CPC002_HCC515_24H:BRD-A64290322-001-01-6:10,cyclosporin-a_10 uM_24 h,HCC515
589,CPC006_VCAP_24H:BRD-K25737009-001-02-0:40,CD-1530_40 uM_24 h,VCAP
590,CPC008_HCC515_6H:BRD-K53780220-001-01-0:10,BRD-K53780220_10 uM_6 h,HCC515
591,CPC004_HEPG2_6H:BRD-A51714012-001-03-1:10,venlafaxine_10 uM_6 h,HEPG2
592,CPC013_MCF7_24H:BRD-U44700465-000-01-4:10,HG-5-88-01_10 uM_24 h,MCF7
593,CPC020_VCAP_24H:BRD-K41775742-001-01-4:10,BRD-K41775742_10 uM_24 h,VCAP
594,CPC003_HCC515_24H:BRD-A49765801-001-03-3:10,BRD-A49765801_10 uM_24 h,HCC515
595,CPC016_HEPG2_6H:BRD-K15164005-001-02-3:10,BRD-K15164005_10 uM_6 h,HEPG2
596,CPC014_HCC515_6H:BRD-K99545815-001-01-4:10,PF-562271_10 uM_6 h,HCC515
597,CPC006_VCAP_6H:BRD-A80213327-305-03-4:160,NSC-23766_150 uM_6 h,VCAP
598,CPC004_VCAP_6H:BRD-K39256324-001-01-5:10,rottlerin_10 uM_6 h,VCAP
599,CPC020_PC3_6H:BRD-K06009608-001-01-4:10,BRD-K06009608_10 uM_6 h,PC3
600,CPC011_VCAP_24H:BRD-K57033106-003-15-5:10,tripelennamine_10 uM_24 h,VCAP
601,CPC013_HEPG2_6H:BRD-K72381041-001-01-1:10,BRD-K72381041_10 uM_6 h,HEPG2
602,CPC001_HCC515_24H:BRD-K59469039-001-03-1:10,AG-879_10 uM_24 h,HCC515
603,CPC012_ASC_24H:BRD-K74710236-001-02-2:10,VU-0410183-2_10 uM_24 h,ASC
604,CPC006_HCC515_24H:G20,artesunate_10 uM_24 h,HCC515
605,CPC001_HA1E_24H:BRD-K27665173-001-01-3:10,D-64406_10 uM_24 h,HA1E
606,CPC010_HEPG2_6H:BRD-A84524947-001-05-0:10,BRD-A84524947_10 uM_6 h,HEPG2
607,CPC017_A549_6H:BRD-K67298865-001-03-3:10,SB-431542_10 uM_6 h,A549
608,CPC020_HA1E_6H:BRD-A31312900-001-01-8:10,montelukast_10 uM_6 h,HA1E
609,CPC020_HA1E_6H:BRD-K78373679-001-01-1:10,Ro-3306_10 uM_6 h,HA1E
610,CPC009_HEPG2_6H:BRD-K91937579-001-03-3:10,KU-C104255_10 uM_6 h,HEPG2
611,CPC016_MCF7_24H:BRD-K92726801-003-02-7:10,hydrastinine_10 uM_24 h,MCF7
612,CPC010_PC3_6H:BRD-U86222656-000-01-7:10,BRD-U86222656_10 uM_6 h,PC3
613,CPC019_MCF7_24H:BRD-K38340366-001-06-6:10,MW-STK33-1C_10 uM_24 h,MCF7
614,CPC020_VCAP_24H:BRD-A80017228-001-21-6:10,bendroflumethiazide_10 uM_24 h,VCAP
615,CPC014_PC3_24H:BRD-K61480498-001-01-2:10,epoxycholesterol_10 uM_24 h,PC3
616,CPC013_MCF7_24H:BRD-K42125900-001-01-9:10,docetaxel_10 uM_24 h,MCF7
617,CPC007_HA1E_24H:BRD-K26767475-001-05-4:10,BRD-K26767475_10 uM_24 h,HA1E
618,CPC009_HCC515_6H:BRD-K91134378-001-05-5:10,BRD-K91134378_10 uM_6 h,HCC515
619,CPC014_MCF7_6H:A09,BRD-K04923131_10 uM_6 h,MCF7
620,CPC009_HEPG2_6H:BRD-K09416995-001-31-6:10,lovastatin_10 uM_6 h,HEPG2
621,CPC013_PC3_6H:BRD-K16798053-001-01-0:10,ST-4029573_10 uM_6 h,PC3
622,CPC002_PC3_24H:BRD-K93658967-001-01-7:10,aloisine_10 uM_24 h,PC3
623,CPC006_VCAP_24H:BRD-K14888893-001-05-6:10,minoxidil_10 uM_24 h,VCAP
624,CPC016_HEPG2_6H:BRD-K47598052-001-06-7:10,PP-1_10 uM_6 h,HEPG2
625,CPC011_VCAP_24H:BRD-K17874705-001-04-4:10,BRD-K17874705_10 uM_24 h,VCAP
626,CPC001_HA1E_6H:BRD-K84595254-001-03-0:10,strophanthidin_10 uM_6 h,HA1E
627,CPC009_HCC515_6H:BRD-K36354764-001-04-2:10,BRD-K36354764_10 uM_6 h,HCC515
628,CPC001_HCC515_24H:BRD-A63346720-300-01-1:10,rimcazole_10 uM_24 h,HCC515
629,CPC004_VCAP_6H:BRD-A97701745-001-09-5:10,pindolol_10 uM_6 h,VCAP
630,CPC010_MCF7_24H:BRD-K64881093-001-02-5:10,BRD-K64881093_10 uM_24 h,MCF7
631,CPC016_MCF7_24H:BRD-K46441700-300-01-4:10,GR-55562_10 uM_24 h,MCF7
632,CPC006_PC3_24H:F04,BRD-K09907482_40 uM_24 h,PC3
633,CPC017_MCF7_24H:BRD-K02607075-333-03-6:10,tubocurarine_10 uM_24 h,MCF7
634,CPC014_PC3_24H:BRD-K61463582-001-03-1:10,BRD-K61463582_10 uM_24 h,PC3
635,CPC012_PC3_24H:BRD-K70891562-001-01-0:10,BRD-K70891562_10 uM_24 h,PC3
636,CPC002_HA1E_6H:BRD-K13646352-001-01-2:10,midostaurin_10 uM_6 h,HA1E
637,CPC002_VCAP_24H:BRD-K32501161-300-04-7:10,vanoxerine_10 uM_24 h,VCAP
638,CPC014_HA1E_6H:BRD-A20697603-001-06-4:10,thiostrepton_10 uM_6 h,HA1E
639,CPC012_HCC515_6H:BRD-K72238567-001-12-4:10,fludarabine_10 uM_6 h,HCC515
640,CPC001_PC3_6H:BRD-A82371568-001-01-5:10,clofarabine_10 uM_6 h,PC3
641,CPC009_VCAP_24H:BRD-A11087911-001-05-8:10,BRD-A11087911_10 uM_24 h,VCAP
642,CPC018_ASC_24H:BRD-K36055864-001-09-3:10,cycloheximide_10 uM_24 h,ASC
643,CPC017_A549_6H:BRD-K14821540-001-03-9:10,FCCP_10 uM_6 h,A549
644,CPC006_HA1E_24H:O01,L-690488_10 uM_24 h,HA1E
645,CPC008_PC3_24H:BRD-K42455570-001-04-3:10,BRD-K42455570_10 uM_24 h,PC3
646,CPC004_HA1E_24H:BRD-A62184259-001-02-8:10,cycloheximide_10 uM_24 h,HA1E
647,CPC012_HA1E_6H:BRD-K10484463-001-06-6:10,BRD-K10484463_10 uM_6 h,HA1E
648,CPC017_MCF7_6H:BRD-A80502530-001-01-2:10,cinobufagin_10 uM_6 h,MCF7
649,CPC006_HA1E_24H:M24,bortezomib_0.04 uM_24 h,HA1E
650,CPC008_PC3_6H:BRD-K41006959-001-01-2:10,BRD-K41006959_10 uM_6 h,PC3
651,CPC006_HA1E_6H:BRD-K03618428-001-01-3:22.2,PP-110_20 uM_6 h,HA1E
652,CPC010_HA1E_6H:BRD-A61825514-001-06-9:10,BRD-A61825514_10 uM_6 h,HA1E
653,CPC013_ASC_24H:BRD-K35638681-001-01-5:10,BRD-K35638681_10 uM_24 h,ASC
654,CPC003_PC3_24H:BRD-K31912990-003-01-0:10,CGP-71683_10 uM_24 h,PC3
655,CPC017_MCF7_6H:BRD-A00267231-001-01-1:10,hemado_10 uM_6 h,MCF7
656,CPC013_HEPG2_6H:BRD-K25504083-001-03-1:10,cytochalasin-d_10 uM_6 h,HEPG2
657,CPC011_PC3_24H:BRD-K59753975-065-02-1:10,vindesine_10 uM_24 h,PC3
658,CPC003_PC3_24H:BRD-K13169950-001-04-5:10,NSC-3852_10 uM_24 h,PC3
659,CPC007_A549_6H:BRD-K93975822-001-05-1:10,BRD-K93975822_10 uM_6 h,A549
660,CPC006_VCAP_6H:BRD-K73261812-001-01-1:10,BRD-K73261812_10 uM_6 h,VCAP
661,CPC006_HCC515_24H:M07,niguldipine_10 uM_24 h,HCC515
662,CPC016_SKB_24H:BRD-K37865504-001-01-7:10,LY-2183240_10 uM_24 h,SKB
663,CPC017_HEPG2_6H:BRD-A62336480-001-02-5:10,niguldipine_10 uM_6 h,HEPG2
664,CPC013_PC3_6H:BRD-K06765193-001-05-3:10,BRD-K06765193_10 uM_6 h,PC3
665,CPC005_PC3_24H:BRD-A55946879-001-02-9:10,BW-B70C_10 uM_24 h,PC3
666,CPC014_HA1E_6H:BRD-K85493820-001-01-6:10,KM-00927_10 uM_6 h,HA1E
667,CPC008_HCC515_6H:BRD-K76907295-001-03-8:10,VU-0418947-2_10 uM_6 h,HCC515
668,CPC013_MCF7_24H:BRD-K55071917-001-01-0:10,BRD-K55071917_10 uM_24 h,MCF7
669,CPC016_SKB_24H:BRD-K89274813-001-01-5:10,DMP-543_10 uM_24 h,SKB
670,CPC006_HEPG2_6H:BRD-K31342827-001-05-4:12.12,BRD-K31342827_12 uM_6 h,HEPG2
671,CPC003_HCC515_24H:BRD-K28667196-001-02-9:10,fillalbin_10 uM_24 h,HCC515
672,CPC006_MCF7_24H:H08,phloretin_200 uM_24 h,MCF7
673,CPC006_HCC515_24H:B11,thiazolopyrimidine_40 uM_24 h,HCC515
674,CPC002_HA1E_24H:BRD-K12079898-001-01-8:10,PD-160170_10 uM_24 h,HA1E
675,CPC002_VCAP_24H:BRD-A20243730-001-01-4:10,danazol_10 uM_24 h,VCAP
676,CPC012_HA1E_6H:BRD-K30993697-001-01-1:10,BRD-K30993697_10 uM_6 h,HA1E
677,CPC009_HEPG2_6H:BRD-K89224880-001-07-5:10,BRD-K89224880_10 uM_6 h,HEPG2
678,CPC018_MCF7_24H:BRD-A98777808-236-01-7:10,BRD-A98777808_10 uM_24 h,MCF7
679,CPC006_HA1E_6H:BRD-K01976263-003-04-5:0.63,emetine_0.66 uM_6 h,HA1E
680,CPC006_MCF7_6H:BRD-K78126613-001-16-0:10,menadione_10 uM_6 h,MCF7
681,CPC006_HCC515_24H:K09,TPCA-1_10 uM_24 h,HCC515
682,CPC004_HCC515_6H:BRD-A48237631-001-03-0:10,mitomycin-c_10 uM_6 h,HCC515
683,CPC006_PC3_6H:BRD-K56343971-001-02-3:10,vemurafenib_10 uM_6 h,PC3
684,CPC020_MCF7_6H:BRD-K04389336-001-01-1:10,labetalol_10 uM_6 h,MCF7
685,CPC015_MCF7_24H:BRD-K31912990-003-01-0:10,CGP-71683_10 uM_24 h,MCF7
686,CPC009_PC3_24H:BRD-K65242613-001-04-6:10,BRD-K65242613_10 uM_24 h,PC3
687,CPC007_A549_6H:BRD-K83194053-001-07-7:10,BRD-K83194053_10 uM_6 h,A549
688,CPC012_MCF7_24H:BRD-K61776140-001-01-5:10,BRD-K61776140_10 uM_24 h,MCF7
689,CPC013_PC3_24H:BRD-K42125900-001-01-9:10,docetaxel_10 uM_24 h,PC3
690,CPC019_VCAP_6H:BRD-K98824517-001-06-4:10,BRD-K98824517_10 uM_6 h,VCAP
691,CPC018_ASC_24H:BRD-K13872703-304-01-8:10,BRD-K13872703_10 uM_24 h,ASC
692,CPC005_MCF7_6H:B23,purvalanol-a_10 uM_6 h,MCF7
693,CPC004_VCAP_6H:BRD-A74642112-001-01-0:10,rathyronine_10 uM_6 h,VCAP
694,CPC010_PC3_6H:BRD-K78385490-019-02-2:10,BRD-K78385490_10 uM_6 h,PC3
695,CPC019_PC3_6H:BRD-K35424586-001-02-4:10,SA-247714_10 uM_6 h,PC3
696,CPC006_HA1E_6H:BRD-A67788537-001-01-7:120,salermide_125 uM_6 h,HA1E
697,CPC001_PC3_24H:N11,cilnidipine_10 uM_24 h,PC3
698,CPC016_SKB_24H:BRD-A30437061-001-02-7:10,camptothecin_10 uM_24 h,SKB
699,CPC005_HA1E_24H:BRD-K54665485-001-04-6:10,R-59022_10 uM_24 h,HA1E
700,CPC008_HEPG2_6H:BRD-K77547509-001-01-7:10,ML-179_10 uM_6 h,HEPG2
701,CPC016_MCF7_24H:BRD-K31238592-001-01-6:10,devazepide_10 uM_24 h,MCF7
702,CPC006_HA1E_6H:BRD-K15563106-001-08-1:177.6,phloretin_200 uM_6 h,HA1E
703,CPC014_MCF7_6H:B11,CVF-SUMO-13_10 uM_6 h,MCF7
704,CPC020_VCAP_24H:BRD-A07765530-001-03-1:10,BRD-A07765530_10 uM_24 h,VCAP
705,CPC006_VCAP_6H:BRD-K04887706-001-01-6:9.1,BRD-K04887706_10 uM_6 h,VCAP
706,CPC016_ASC_24H:BRD-K89930444-001-01-9:10,AG-592_10 uM_24 h,ASC
707,CPC002_VCAP_24H:BRD-K52394958-001-01-9:10,GR-159897_10 uM_24 h,VCAP
708,CPC010_HEPG2_6H:BRD-K27169919-001-07-2:10,BRD-K27169919_10 uM_6 h,HEPG2
709,CPC016_MCF7_24H:BRD-K78122587-300-01-9:10,NNC-55-0396_10 uM_24 h,MCF7
710,CPC012_HA1E_6H:BRD-K15475572-001-01-8:10,BRD-K15475572_10 uM_6 h,HA1E
711,CPC002_HCC515_24H:BRD-K96809896-300-01-5:10,SKF-86002_10 uM_24 h,HCC515
712,CPC012_VCAP_24H:BRD-K47825575-001-01-3:10,BRD-K47825575_10 uM_24 h,VCAP
713,CPC014_MCF7_24H:BRD-K39944607-001-03-0:10,ochratoxin-a_10 uM_24 h,MCF7
714,CPC014_HA1E_6H:BRD-U44618005-000-01-5:10,WH-4023_10 uM_6 h,HA1E
715,CPC006_HEPG2_6H:BRD-K15025317-001-05-2:10,BAY-11-7082_10 uM_6 h,HEPG2
716,CPC011_A549_24H:BRD-K64994968-001-23-4:10,progesterone_10 uM_24 h,A549
717,CPC006_HA1E_6H:BRD-K07303502-001-02-5:80,BRD-K07303502_80 uM_6 h,HA1E
718,CPC006_MCF7_24H:H19,quinoclamine_12 uM_24 h,MCF7
719,CPC016_SKB_24H:BRD-K59058766-003-15-1:10,BRD-K59058766_10 uM_24 h,SKB
720,CPC001_HA1E_24H:BRD-A68891053-001-01-2:10,BW-B70C_10 uM_24 h,HA1E
721,CPC014_HEPG2_6H:BRD-K10916986-001-01-6:10,vinorelbine_10 uM_6 h,HEPG2
722,CPC012_ASC_24H:BRD-K02130563-001-06-4:10,panobinostat_10 uM_24 h,ASC
723,CPC005_PC3_24H:BRD-K27141178-003-02-4:10,SB-203186_10 uM_24 h,PC3
724,CPC001_HA1E_6H:BRD-K68336408-001-03-4:10,BRD-K68336408_10 uM_6 h,HA1E
725,CPC002_VCAP_24H:BRD-K70577657-300-04-1:10,H-9_10 uM_24 h,VCAP
726,CPC001_PC3_24H:L02,O-2050_10 uM_24 h,PC3
727,CPC015_MCF7_24H:BRD-K37206356-001-02-1:10,rhamnetin_10 uM_24 h,MCF7
728,CPC004_HA1E_6H:BRD-K96799727-001-01-7:10,pifithrin-mu_10 uM_6 h,HA1E
729,CPC009_HA1E_6H:BRD-K33182644-001-05-3:10,BRD-K33182644_10 uM_6 h,HA1E
730,CPC014_HA1E_6H:BRD-A39646320-001-01-3:10,HC-toxin_10 uM_6 h,HA1E
731,CPC020_HA1E_6H:BRD-K82216340-001-19-7:10,BRD-K82216340_10 uM_6 h,HA1E
732,CPC017_HEPG2_6H:BRD-K65814004-003-01-1:10,diphenyleneiodonium_10 uM_6 h,HEPG2
733,CPC001_PC3_24H:A10,TWS-119_10 uM_24 h,PC3
734,CPC011_VCAP_24H:BRD-A64297288-001-07-0:10,amlodipine_10 uM_24 h,VCAP
735,CPC006_HEPG2_6H:BRD-A09533288-003-20-5:10,verapamil_10 uM_6 h,HEPG2
736,CPC014_VCAP_6H:BRD-K50140147-001-01-0:10,NVP-TAE684_10 uM_6 h,VCAP
737,CPC016_SKB_24H:BRD-A18579359-001-02-3:10,wiskostatin_10 uM_24 h,SKB
738,CPC002_HA1E_24H:BRD-M00539986-051-01-1:10,formoterol_10 uM_24 h,HA1E
739,CPC006_A549_24H:BRD-K14888893-001-05-6:10,minoxidil_10 uM_24 h,A549
740,CPC006_HEPG2_6H:BRD-K02822062-001-01-3:10,CT-200783_10 uM_6 h,HEPG2
741,CPC002_HA1E_24H:BRD-K22010301-001-01-2:10,JLK-6_10 uM_24 h,HA1E
742,CPC006_HEPG2_6H:BRD-A02481876-001-09-9:60,importazole_60 uM_6 h,HEPG2
743,CPC014_HEPG2_6H:BRD-K64800655-001-01-7:10,PHA-793887_10 uM_6 h,HEPG2
744,CPC006_PC3_6H:BRD-K74148702-001-03-8:48,curcumin_50 uM_6 h,PC3
745,CPC015_NPC_24H:BRD-K64245000-001-01-7:10,GW-4064_10 uM_24 h,NPC
746,CPC005_MCF7_6H:G02,doxorubicin_10 uM_6 h,MCF7
747,CPC001_PC3_24H:B09,diphenyleneiodonium_10 uM_24 h,PC3
748,CPC006_HCC515_24H:A21,PJ-34_10 uM_24 h,HCC515
749,CPC013_A549_24H:BRD-A81530502-001-01-6:10,BRD-A81530502_10 uM_24 h,A549
750,CPC006_MCF7_6H:BRD-K08417745-001-02-9:88.8,SID-26681509_90 uM_6 h,MCF7
751,CPC019_MCF7_24H:BRD-K23582869-001-01-3:10,BRD-K23582869_10 uM_24 h,MCF7
752,CPC019_MCF7_6H:BRD-K60070073-001-02-3:10,BRD-K60070073_10 uM_6 h,MCF7
753,CPC008_HEPG2_6H:BRD-K09138889-001-03-4:10,KU-C104131_10 uM_6 h,HEPG2
754,CPC012_A549_6H:BRD-K68588778-001-05-7:10,BRD-K68588778_10 uM_6 h,A549
755,CPC014_PC3_6H:BRD-K74733595-001-02-9:10,BRD-K74733595_10 uM_6 h,PC3
756,CPC010_MCF7_24H:BRD-K34508425-001-02-0:10,KU-C103898N_10 uM_24 h,MCF7
757,CPC012_MCF7_24H:BRD-K35568648-001-01-6:10,BRD-K35568648_10 uM_24 h,MCF7
758,CPC013_PC3_6H:BRD-K63068307-001-01-4:10,ZSTK-474_10 uM_6 h,PC3
759,CPC014_PC3_6H:BRD-A11706664-001-01-1:10,triciribine_10 uM_6 h,PC3
760,CPC016_MCF7_6H:BRD-K80348542-001-01-4:10,cephaeline_10 uM_6 h,MCF7
761,CPC013_MCF7_6H:BRD-K41925105-001-01-6:10,BRD-K41925105_10 uM_6 h,MCF7
762,CPC006_HA1E_6H:BRD-A15079084-001-02-9:10,BRD-A15079084_10 uM_6 h,HA1E
763,CPC011_VCAP_24H:BRD-A79903587-001-14-0:10,tegafur_10 uM_24 h,VCAP
764,CPC001_HCC515_24H:BRD-A63836183-362-01-1:10,PD-123319_10 uM_24 h,HCC515
765,CPC017_HEPG2_6H:BRD-K17896185-001-01-2:10,FIT_10 uM_6 h,HEPG2
766,CPC015_ASC_24H:BRD-K68867920-001-05-2:10,quetiapine_10 uM_24 h,ASC
767,CPC019_VCAP_24H:BRD-K03358980-001-01-6:10,BRD-K03358980_10 uM_24 h,VCAP
768,CPC008_PC3_6H:BRD-K46872340-001-03-6:10,KU-C103672_10 uM_6 h,PC3
769,CPC019_MCF7_6H:BRD-A81282034-001-02-9:10,BRD-A81282034_10 uM_6 h,MCF7
770,CPC012_HCC515_6H:BRD-K74761218-001-03-5:10,WT-171_10 uM_6 h,HCC515
771,CPC005_PC3_6H:BRD-A78360835-001-01-1:10,cercosporin_10 uM_6 h,PC3
772,CPC012_HCC515_6H:BRD-K13810148-001-02-1:10,givinostat_10 uM_6 h,HCC515
773,CPC006_VCAP_6H:BRD-A70449690-001-01-4:10,forskolin_10 uM_6 h,VCAP
774,CPC012_ASC_24H:BRD-A19248578-001-03-7:10,latrunculin-b_10 uM_24 h,ASC
775,CPC012_PC3_24H:BRD-K09661167-001-06-1:10,BRD-K09661167_10 uM_24 h,PC3
776,CPC017_A549_24H:BRD-A11609859-303-01-2:10,SB-205607_10 uM_24 h,A549
777,CPC019_A549_24H:BRD-K02920722-001-02-5:10,BRD-K02920722_10 uM_24 h,A549
778,CPC007_VCAP_24H:O06,BRD-K67118123_10 uM_24 h,VCAP
779,CPC020_VCAP_24H:BRD-K77877933-001-01-4:10,I-606061_10 uM_24 h,VCAP
780,CPC016_MCF7_24H:BRD-K88677950-001-01-3:10,PD-198306_10 uM_24 h,MCF7
781,CPC012_A549_6H:BRD-K74797618-001-01-9:10,MD-049_10 uM_6 h,A549
782,CPC017_A549_6H:BRD-A22707317-001-02-5:10,SB-205384_10 uM_6 h,A549
783,CPC006_PC3_6H:BRD-K04623885-001-03-4:80,BIBR-1532_80 uM_6 h,PC3
784,CPC010_PC3_6H:BRD-K10860596-003-06-3:10,granisetron_10 uM_6 h,PC3
785,CPC015_MCF7_24H:BRD-K19136521-001-03-0:10,BRD-K19136521_10 uM_24 h,MCF7
786,CPC005_VCAP_24H:BRD-K41143549-003-01-6:10,N20C_10 uM_24 h,VCAP
787,CPC007_VCAP_24H:C06,BRD-A47714657_10 uM_24 h,VCAP
788,CPC014_VCAP_24H:BRD-A89067742-001-01-1:10,BRD-A89067742_10 uM_24 h,VCAP
789,CPC008_PC3_24H:BRD-K74348865-001-04-5:10,BRD-K74348865_10 uM_24 h,PC3
790,CPC014_ASC_24H:BRD-K70161581-001-01-5:10,BRD-K70161581_10 uM_24 h,ASC
791,CPC019_HA1E_6H:BRD-A71707563-001-07-5:10,BRD-A71707563_10 uM_6 h,HA1E
792,CPC012_HCC515_6H:BRD-K37852224-001-01-4:10,BRD-K37852224_10 uM_6 h,HCC515
793,CPC006_VCAP_6H:BRD-K48923948-001-01-5:11.1,BMS-641988_12 uM_6 h,VCAP
794,CPC012_MCF7_24H:BRD-K88964386-001-01-9:10,BRD-K88964386_10 uM_24 h,MCF7
795,CPC008_PC3_24H:BRD-A38425832-001-01-4:10,BRD-A38425832_10 uM_24 h,PC3
796,CPC010_VCAP_6H:BRD-A18411371-001-10-6:10,BRD-A18411371_10 uM_6 h,VCAP
797,CPC018_A549_6H:BRD-K15616905-001-01-5:10,CCCP_10 uM_6 h,A549
798,CPC001_PC3_24H:N01,LFM-A12_10 uM_24 h,PC3
799,CPC005_PC3_24H:BRD-K95655893-001-01-0:10,MAZ-51_10 uM_24 h,PC3
800,CPC012_PC3_24H:BRD-K69888333-001-01-7:10,BRD-K69888333_10 uM_24 h,PC3
801,CPC007_A549_24H:BRD-K83213280-001-07-0:10,BRD-K83213280_10 uM_24 h,A549
802,CPC010_HCC515_6H:BRD-K92033419-001-06-7:10,BRD-K92033419_10 uM_6 h,HCC515
803,CPC002_HCC515_24H:BRD-K19111024-001-08-4:10,clofibric-acid_10 uM_24 h,HCC515
804,CPC013_ASC_24H:BRD-U37049823-000-01-2:10,HG-6-64-01_10 uM_24 h,ASC
805,CPC010_MCF7_24H:BRD-A37735495-001-10-6:10,BRD-A37735495_10 uM_24 h,MCF7
806,CPC007_PC3_6H:BRD-K72307842-001-02-5:10,BRD-K72307842_10 uM_6 h,PC3
807,CPC001_HA1E_6H:BRD-K48029790-001-01-0:10,OBAA_10 uM_6 h,HA1E
808,CPC016_SKB_24H:BRD-K78633253-001-04-6:10,EXO-1_10 uM_24 h,SKB
809,CPC002_HCC515_6H:BRD-A80502530-001-01-2:10,cinobufagin_10 uM_6 h,HCC515
810,CPC012_HA1E_6H:BRD-A63583287-001-01-8:10,SA-1447005_10 uM_6 h,HA1E
811,CPC010_MCF7_24H:BRD-A61825514-001-06-9:10,BRD-A61825514_10 uM_24 h,MCF7
812,CPC006_MCF7_24H:I18,AM-580_10 uM_24 h,MCF7
813,CPC010_PC3_24H:BRD-K99615199-001-15-1:10,BRD-K99615199_10 uM_24 h,PC3
814,CPC005_A549_6H:BRD-A18419789-001-01-4:10,etoposide_10 uM_6 h,A549
815,CPC012_MCF7_24H:BRD-K47709646-001-01-4:10,BRD-K47709646_10 uM_24 h,MCF7
816,CPC013_PC3_24H:BRD-K83336168-001-01-9:10,MD-040_10 uM_24 h,PC3
817,CPC017_MCF7_24H:BRD-K59469039-001-03-1:10,AG-879_10 uM_24 h,MCF7
818,CPC019_MCF7_24H:BRD-K53610452-001-01-8:10,BRD-K53610452_10 uM_24 h,MCF7
819,CPC004_HCC515_24H:BRD-A93424738-001-03-0:10,dexamethasone-acetate_10 uM_24 h,HCC515
820,CPC017_HEPG2_6H:BRD-K04976539-001-01-0:10,aminogenistein_10 uM_6 h,HEPG2
821,CPC006_PC3_24H:B11,thiazolopyrimidine_40 uM_24 h,PC3
822,CPC014_HCC515_6H:BRD-K10906552-001-01-1:10,BRD-K10906552_10 uM_6 h,HCC515
823,CPC012_ASC_24H:BRD-K10484463-001-06-6:10,BRD-K10484463_10 uM_24 h,ASC
824,CPC008_PC3_6H:BRD-K57238941-001-06-2:10,BRD-K57238941_10 uM_6 h,PC3
825,CPC012_PC3_24H:BRD-A61858259-001-01-0:10,CAY-10415_10 uM_24 h,PC3
826,CPC014_MCF7_24H:BRD-A67748489-001-06-8:10,K-858_10 uM_24 h,MCF7
